"","Technique","model","category","accuracy","precision","recall","f1"
"354","Auto-CoT_APO20","GPT-3.5","caring",0.2,0.333333333333333,0.2,0.25
"355","Auto-CoT_APO20","GPT-3.5","confusion",0.2,0.125,0.2,0.153846153846154
"356","Auto-CoT_APO20","GPT-3.5","curiosity",0.2,0.25,0.2,0.222222222222222
"357","Auto-CoT_APO20","GPT-3.5","desire",0,NA,0,NA
"358","Auto-CoT_APO20","GPT-3.5","disappointment",0.2,0.2,0.2,0.2
"359","Auto-CoT_APO20","GPT-3.5","disapproval",0.6,0.15,0.6,0.24
"360","Auto-CoT_APO20","GPT-3.5","disgust",0.4,0.2,0.4,0.266666666666667
"361","Auto-CoT_APO20","GPT-3.5","embarrassment",0,0,0,NA
"362","Auto-CoT_APO20","GPT-3.5","excitement",0.4,0.4,0.4,0.4
"363","Auto-CoT_APO20","GPT-3.5","fear",0,0,0,NA
"364","Auto-CoT_APO20","GPT-3.5","gratitude",0.8,1,0.8,0.888888888888889
"365","Auto-CoT_APO20","GPT-3.5","grief",0,NA,0,NA
"366","Auto-CoT_APO20","GPT-3.5","joy",0.2,0.5,0.2,0.285714285714286
"367","Auto-CoT_APO20","GPT-3.5","love",0.4,0.666666666666667,0.4,0.5
"368","Auto-CoT_APO20","GPT-3.5","nervousness",0,NA,0,NA
"369","Auto-CoT_APO20","GPT-3.5","neutral",0,0,0,NA
"370","Auto-CoT_APO20","GPT-3.5","optimism",0.2,0.25,0.2,0.222222222222222
"371","Auto-CoT_APO20","GPT-3.5","pride",0.2,1,0.2,0.333333333333333
"372","Auto-CoT_APO20","GPT-3.5","realization",0.2,0.5,0.2,0.285714285714286
"373","Auto-CoT_APO20","GPT-3.5","relief",0,NA,0,NA
"374","Auto-CoT_APO20","GPT-3.5","remorse",0.4,1,0.4,0.571428571428572
"375","Auto-CoT_APO20","GPT-3.5","sadness",0.6,0.333333333333333,0.6,0.428571428571429
"376","Auto-CoT_APO20","GPT-3.5","surprise",0.4,1,0.4,0.571428571428572
"377","Auto-CoT_APO20","GPT-3.5","multiclass",0,0,0,NA
"378","Auto-CoT_APO20","GPT-5","admiration",0.333333333333333,1,0.333333333333333,0.5
"379","Auto-CoT_APO20","GPT-5","amusement",0.5,0.214285714285714,0.5,0.3
"380","Auto-CoT_APO20","GPT-5","anger",0.166666666666667,1,0.166666666666667,0.285714285714286
"381","Auto-CoT_APO20","GPT-5","annoyance",0,0,0,NA
"382","Auto-CoT_APO20","GPT-5","approval",0,0,0,NA
"383","Auto-CoT_APO20","GPT-5","caring",0.2,0.25,0.2,0.222222222222222
"384","Auto-CoT_APO20","GPT-5","confusion",0.2,0.333333333333333,0.2,0.25
"385","Auto-CoT_APO20","GPT-5","curiosity",0.4,0.5,0.4,0.444444444444444
"386","Auto-CoT_APO20","GPT-5","desire",0,NA,0,NA
"387","Auto-CoT_APO20","GPT-5","disappointment",0,0,0,NA
"388","Auto-CoT_APO20","GPT-5","disapproval",0.2,0.0588235294117647,0.2,0.0909090909090909
"389","Auto-CoT_APO20","GPT-5","disgust",0,0,0,NA
"390","Auto-CoT_APO20","GPT-5","embarrassment",0,0,0,NA
"391","Auto-CoT_APO20","GPT-5","excitement",0.2,0.5,0.2,0.285714285714286
"392","Auto-CoT_APO20","GPT-5","fear",0.2,0.5,0.2,0.285714285714286
"393","Auto-CoT_APO20","GPT-5","gratitude",0.6,0.6,0.6,0.6
"394","Auto-CoT_APO20","GPT-5","grief",0,NA,0,NA
"395","Auto-CoT_APO20","GPT-5","joy",0,NA,0,NA
"396","Auto-CoT_APO20","GPT-5","love",0.2,1,0.2,0.333333333333333
"397","Auto-CoT_APO20","GPT-5","nervousness",0,NA,0,NA
"398","Auto-CoT_APO20","GPT-5","neutral",0.2,0.0666666666666667,0.2,0.1
"399","Auto-CoT_APO20","GPT-5","optimism",0.2,0.333333333333333,0.2,0.25
"400","Auto-CoT_APO20","GPT-5","pride",0,NA,0,NA
"401","Auto-CoT_APO20","GPT-5","realization",0.2,0.25,0.2,0.222222222222222
"402","Auto-CoT_APO20","GPT-5","relief",0,NA,0,NA
"403","Auto-CoT_APO20","GPT-5","remorse",0.2,1,0.2,0.333333333333333
"404","Auto-CoT_APO20","GPT-5","sadness",0.6,0.75,0.6,0.666666666666667
"405","Auto-CoT_APO20","GPT-5","surprise",0.6,0.5,0.6,0.545454545454545
"406","Auto-CoT_APO20","GPT-5","multiclass",0,0.0408163265306122,0.4,0.0740740740740741
"407","Auto-CoT_APO50","GPT-3.5","admiration",0.5,0.3,0.5,0.375
"408","Auto-CoT_APO50","GPT-3.5","amusement",0.5,0.157894736842105,0.5,0.24
"409","Auto-CoT_APO50","GPT-3.5","anger",0.5,0.5,0.5,0.5
"410","Auto-CoT_APO50","GPT-3.5","annoyance",0.166666666666667,0.0666666666666667,0.166666666666667,0.0952380952380952
"411","Auto-CoT_APO50","GPT-3.5","approval",0,0,0,NA
"412","Auto-CoT_APO50","GPT-3.5","caring",0.2,0.333333333333333,0.2,0.25
"413","Auto-CoT_APO50","GPT-3.5","confusion",0.2,0.142857142857143,0.2,0.166666666666667
"414","Auto-CoT_APO50","GPT-3.5","curiosity",0.2,0.25,0.2,0.222222222222222
"415","Auto-CoT_APO50","GPT-3.5","desire",0,NA,0,NA
"416","Auto-CoT_APO50","GPT-3.5","disappointment",0.2,0.2,0.2,0.2
"417","Auto-CoT_APO50","GPT-3.5","disapproval",0.6,0.142857142857143,0.6,0.230769230769231
"418","Auto-CoT_APO50","GPT-3.5","disgust",0.4,0.2,0.4,0.266666666666667
"419","Auto-CoT_APO50","GPT-3.5","embarrassment",0,0,0,NA
"420","Auto-CoT_APO50","GPT-3.5","excitement",0.4,0.4,0.4,0.4
"421","Auto-CoT_APO50","GPT-3.5","fear",0,0,0,NA
"422","Auto-CoT_APO50","GPT-3.5","gratitude",0.8,1,0.8,0.888888888888889
"423","Auto-CoT_APO50","GPT-3.5","grief",0,NA,0,NA
"424","Auto-CoT_APO50","GPT-3.5","joy",0.2,0.5,0.2,0.285714285714286
"425","Auto-CoT_APO50","GPT-3.5","love",0.4,0.666666666666667,0.4,0.5
"426","Auto-CoT_APO50","GPT-3.5","nervousness",0,NA,0,NA
"427","Auto-CoT_APO50","GPT-3.5","neutral",0,0,0,NA
"428","Auto-CoT_APO50","GPT-3.5","optimism",0.2,0.25,0.2,0.222222222222222
"429","Auto-CoT_APO50","GPT-3.5","pride",0.2,1,0.2,0.333333333333333
"430","Auto-CoT_APO50","GPT-3.5","realization",0.2,0.5,0.2,0.285714285714286
"431","Auto-CoT_APO50","GPT-3.5","relief",0,NA,0,NA
"432","Auto-CoT_APO50","GPT-3.5","remorse",0.4,1,0.4,0.571428571428572
"433","Auto-CoT_APO50","GPT-3.5","sadness",0.6,0.333333333333333,0.6,0.428571428571429
"434","Auto-CoT_APO50","GPT-3.5","surprise",0.4,1,0.4,0.571428571428572
"435","Auto-CoT_APO50","GPT-3.5","multiclass",0,0,0,NA
"436","Auto-CoT_APO50","GPT-5","admiration",0.333333333333333,1,0.333333333333333,0.5
"437","Auto-CoT_APO50","GPT-5","amusement",0.5,0.25,0.5,0.333333333333333
"438","Auto-CoT_APO50","GPT-5","anger",0,NA,0,NA
"439","Auto-CoT_APO50","GPT-5","annoyance",0,0,0,NA
"440","Auto-CoT_APO50","GPT-5","approval",0,0,0,NA
"441","Auto-CoT_APO50","GPT-5","caring",0.2,0.25,0.2,0.222222222222222
"442","Auto-CoT_APO50","GPT-5","confusion",0.2,0.25,0.2,0.222222222222222
"443","Auto-CoT_APO50","GPT-5","curiosity",0.4,0.5,0.4,0.444444444444444
"444","Auto-CoT_APO50","GPT-5","desire",0.2,0.5,0.2,0.285714285714286
"445","Auto-CoT_APO50","GPT-5","disappointment",0,0,0,NA
"446","Auto-CoT_APO50","GPT-5","disapproval",0,0,0,NA
"447","Auto-CoT_APO50","GPT-5","disgust",0.2,0.333333333333333,0.2,0.25
"448","Auto-CoT_APO50","GPT-5","embarrassment",0,0,0,NA
"449","Auto-CoT_APO50","GPT-5","excitement",0.2,0.333333333333333,0.2,0.25
"450","Auto-CoT_APO50","GPT-5","fear",0.2,0.5,0.2,0.285714285714286
"451","Auto-CoT_APO50","GPT-5","gratitude",0.4,0.5,0.4,0.444444444444444
"452","Auto-CoT_APO50","GPT-5","grief",0,NA,0,NA
"453","Auto-CoT_APO50","GPT-5","joy",0,NA,0,NA
"454","Auto-CoT_APO50","GPT-5","love",0.2,0.5,0.2,0.285714285714286
"455","Auto-CoT_APO50","GPT-5","nervousness",0,NA,0,NA
"456","Auto-CoT_APO50","GPT-5","neutral",0,0,0,NA
"457","Auto-CoT_APO50","GPT-5","optimism",0,0,0,NA
"458","Auto-CoT_APO50","GPT-5","pride",0,NA,0,NA
"459","Auto-CoT_APO50","GPT-5","realization",0.2,0.25,0.2,0.222222222222222
"460","Auto-CoT_APO50","GPT-5","relief",0,NA,0,NA
"461","Auto-CoT_APO50","GPT-5","remorse",0.2,1,0.2,0.333333333333333
"462","Auto-CoT_APO50","GPT-5","sadness",0.6,0.6,0.6,0.6
"463","Auto-CoT_APO50","GPT-5","surprise",0.6,0.5,0.6,0.545454545454545
"464","Auto-CoT_APO50","GPT-5","multiclass",0,0.0434782608695652,0.4,0.0784313725490196
"465","DSPy_100","GPT-3.5","admiration",0,NA,0,NA
"466","DSPy_100","GPT-3.5","amusement",0.333333333333333,0.153846153846154,0.333333333333333,0.210526315789474
"467","DSPy_100","GPT-3.5","anger",0.166666666666667,0.5,0.166666666666667,0.25
"468","DSPy_100","GPT-3.5","annoyance",0,0,0,NA
"469","DSPy_100","GPT-3.5","approval",0,0,0,NA
"470","DSPy_100","GPT-3.5","caring",0.2,0.333333333333333,0.2,0.25
"471","DSPy_100","GPT-3.5","confusion",0.6,0.375,0.6,0.461538461538462
"472","DSPy_100","GPT-3.5","curiosity",0.2,0.5,0.2,0.285714285714286
"473","DSPy_100","GPT-3.5","desire",0,NA,0,NA
"474","DSPy_100","GPT-3.5","disappointment",0.2,0.333333333333333,0.2,0.25
"475","DSPy_100","GPT-3.5","disapproval",0.2,0.142857142857143,0.2,0.166666666666667
"476","DSPy_100","GPT-3.5","disgust",0.2,0.5,0.2,0.285714285714286
"477","DSPy_100","GPT-3.5","embarrassment",0,0,0,NA
"478","DSPy_100","GPT-3.5","excitement",0.2,1,0.2,0.333333333333333
"479","DSPy_100","GPT-3.5","fear",0,0,0,NA
"480","DSPy_100","GPT-3.5","gratitude",0.6,1,0.6,0.75
"481","DSPy_100","GPT-3.5","grief",0,NA,0,NA
"482","DSPy_100","GPT-3.5","joy",0,NA,0,NA
"483","DSPy_100","GPT-3.5","love",0.2,0.5,0.2,0.285714285714286
"484","DSPy_100","GPT-3.5","nervousness",0,NA,0,NA
"485","DSPy_100","GPT-3.5","neutral",0,0,0,NA
"486","DSPy_100","GPT-3.5","optimism",0,0,0,NA
"487","DSPy_100","GPT-3.5","pride",0,NA,0,NA
"488","DSPy_100","GPT-3.5","realization",0,NA,0,NA
"489","DSPy_100","GPT-3.5","relief",0,NA,0,NA
"490","DSPy_100","GPT-3.5","remorse",0.2,1,0.2,0.333333333333333
"491","DSPy_100","GPT-3.5","sadness",0.4,0.5,0.4,0.444444444444444
"492","DSPy_100","GPT-3.5","surprise",0.4,0.666666666666667,0.4,0.5
"493","DSPy_100","GPT-3.5","multiclass",0.2,0.0625,1,0.117647058823529
"494","DSPy_100","GPT-5","admiration",0,NA,0,NA
"495","DSPy_100","GPT-5","amusement",0.333333333333333,0.4,0.333333333333333,0.363636363636364
"496","DSPy_100","GPT-5","anger",0,NA,0,NA
"497","DSPy_100","GPT-5","annoyance",0,NA,0,NA
"498","DSPy_100","GPT-5","approval",0,0,0,NA
"499","DSPy_100","GPT-5","caring",0.2,1,0.2,0.333333333333333
"500","DSPy_100","GPT-5","confusion",0.2,1,0.2,0.333333333333333
"501","DSPy_100","GPT-5","curiosity",0,0,0,NA
"502","DSPy_100","GPT-5","desire",0,NA,0,NA
"503","DSPy_100","GPT-5","disappointment",0,0,0,NA
"504","DSPy_100","GPT-5","disapproval",0.2,0.142857142857143,0.2,0.166666666666667
"505","DSPy_100","GPT-5","disgust",0,NA,0,NA
"506","DSPy_100","GPT-5","embarrassment",0,NA,0,NA
"507","DSPy_100","GPT-5","excitement",0.2,1,0.2,0.333333333333333
"508","DSPy_100","GPT-5","fear",0,0,0,NA
"509","DSPy_100","GPT-5","gratitude",0.4,1,0.4,0.571428571428572
"510","DSPy_100","GPT-5","grief",0,NA,0,NA
"511","DSPy_100","GPT-5","joy",0,NA,0,NA
"512","DSPy_100","GPT-5","love",0.4,0.5,0.4,0.444444444444444
"513","DSPy_100","GPT-5","nervousness",0,NA,0,NA
"514","DSPy_100","GPT-5","neutral",0,0,0,NA
"515","DSPy_100","GPT-5","optimism",0.2,1,0.2,0.333333333333333
"516","DSPy_100","GPT-5","pride",0,NA,0,NA
"517","DSPy_100","GPT-5","realization",0.2,0.25,0.2,0.222222222222222
"518","DSPy_100","GPT-5","relief",0,NA,0,NA
"519","DSPy_100","GPT-5","remorse",0,NA,0,NA
"520","DSPy_100","GPT-5","sadness",0.4,1,0.4,0.571428571428572
"521","DSPy_100","GPT-5","surprise",0,0,0,NA
"522","DSPy_100","GPT-5","multiclass",0,0.0357142857142857,0.8,0.0683760683760684
"523","DSPy_200","GPT-3.5","admiration",0,0,0,NA
"524","DSPy_200","GPT-3.5","amusement",0.5,0.375,0.5,0.428571428571429
"525","DSPy_200","GPT-3.5","anger",0.166666666666667,1,0.166666666666667,0.285714285714286
"526","DSPy_200","GPT-3.5","annoyance",0,0,0,NA
"527","DSPy_200","GPT-3.5","approval",0,0,0,NA
"528","DSPy_200","GPT-3.5","caring",0.2,0.333333333333333,0.2,0.25
"529","DSPy_200","GPT-3.5","confusion",0.6,0.375,0.6,0.461538461538462
"530","DSPy_200","GPT-3.5","curiosity",0.2,0.333333333333333,0.2,0.25
"531","DSPy_200","GPT-3.5","desire",0,0,0,NA
"532","DSPy_200","GPT-3.5","disappointment",0,0,0,NA
"533","DSPy_200","GPT-3.5","disapproval",0.2,0.166666666666667,0.2,0.181818181818182
"534","DSPy_200","GPT-3.5","disgust",0,NA,0,NA
"535","DSPy_200","GPT-3.5","embarrassment",0,NA,0,NA
"536","DSPy_200","GPT-3.5","excitement",0.2,1,0.2,0.333333333333333
"537","DSPy_200","GPT-3.5","fear",0.2,0.5,0.2,0.285714285714286
"538","DSPy_200","GPT-3.5","gratitude",0.6,1,0.6,0.75
"539","DSPy_200","GPT-3.5","grief",0,NA,0,NA
"540","DSPy_200","GPT-3.5","joy",0,NA,0,NA
"541","DSPy_200","GPT-3.5","love",0.2,0.5,0.2,0.285714285714286
"542","DSPy_200","GPT-3.5","nervousness",0,NA,0,NA
"543","DSPy_200","GPT-3.5","neutral",0.4,0.222222222222222,0.4,0.285714285714286
"544","DSPy_200","GPT-3.5","optimism",0.2,0.5,0.2,0.285714285714286
"545","DSPy_200","GPT-3.5","pride",0,NA,0,NA
"546","DSPy_200","GPT-3.5","realization",0.2,0.333333333333333,0.2,0.25
"547","DSPy_200","GPT-3.5","relief",0,NA,0,NA
"548","DSPy_200","GPT-3.5","remorse",0.2,1,0.2,0.333333333333333
"549","DSPy_200","GPT-3.5","sadness",0.4,0.666666666666667,0.4,0.5
"550","DSPy_200","GPT-3.5","surprise",0.4,0.666666666666667,0.4,0.5
"551","DSPy_200","GPT-3.5","multiclass",0.2,0.0588235294117647,1,0.111111111111111
"552","DSPy_200","GPT-5","admiration",0,NA,0,NA
"553","DSPy_200","GPT-5","amusement",0.5,0.5,0.5,0.5
"554","DSPy_200","GPT-5","anger",0,NA,0,NA
"555","DSPy_200","GPT-5","annoyance",0,0,0,NA
"556","DSPy_200","GPT-5","approval",0,0,0,NA
"557","DSPy_200","GPT-5","caring",0.2,1,0.2,0.333333333333333
"558","DSPy_200","GPT-5","confusion",0.2,1,0.2,0.333333333333333
"559","DSPy_200","GPT-5","curiosity",0,0,0,NA
"560","DSPy_200","GPT-5","desire",0,NA,0,NA
"561","DSPy_200","GPT-5","disappointment",0,0,0,NA
"562","DSPy_200","GPT-5","disapproval",0,0,0,NA
"563","DSPy_200","GPT-5","disgust",0,NA,0,NA
"564","DSPy_200","GPT-5","embarrassment",0,0,0,NA
"565","DSPy_200","GPT-5","excitement",0.2,1,0.2,0.333333333333333
"566","DSPy_200","GPT-5","fear",0,0,0,NA
"567","DSPy_200","GPT-5","gratitude",0.6,1,0.6,0.75
"568","DSPy_200","GPT-5","grief",0,NA,0,NA
"569","DSPy_200","GPT-5","joy",0,NA,0,NA
"570","DSPy_200","GPT-5","love",0.4,0.5,0.4,0.444444444444444
"571","DSPy_200","GPT-5","nervousness",0,NA,0,NA
"572","DSPy_200","GPT-5","neutral",0,0,0,NA
"573","DSPy_200","GPT-5","optimism",0.2,1,0.2,0.333333333333333
"574","DSPy_200","GPT-5","pride",0,NA,0,NA
"575","DSPy_200","GPT-5","realization",0.2,0.2,0.2,0.2
"576","DSPy_200","GPT-5","relief",0,NA,0,NA
"577","DSPy_200","GPT-5","remorse",0,NA,0,NA
"578","DSPy_200","GPT-5","sadness",0.4,1,0.4,0.571428571428572
"579","DSPy_200","GPT-5","surprise",0.6,0.75,0.6,0.666666666666667
"580","DSPy_200","GPT-5","multiclass",0,0.0384615384615385,0.8,0.073394495412844
"581","DSPy_300","GPT-3.5","admiration",0.166666666666667,0.25,0.166666666666667,0.2
"582","DSPy_300","GPT-3.5","amusement",0.5,0.230769230769231,0.5,0.315789473684211
"583","DSPy_300","GPT-3.5","anger",0.333333333333333,0.666666666666667,0.333333333333333,0.444444444444444
"584","DSPy_300","GPT-3.5","annoyance",0,0,0,NA
"585","DSPy_300","GPT-3.5","approval",0,0,0,NA
"586","DSPy_300","GPT-3.5","caring",0.2,0.333333333333333,0.2,0.25
"587","DSPy_300","GPT-3.5","confusion",0.8,0.5,0.8,0.615384615384615
"588","DSPy_300","GPT-3.5","curiosity",0.4,0.5,0.4,0.444444444444444
"589","DSPy_300","GPT-3.5","desire",0,NA,0,NA
"590","DSPy_300","GPT-3.5","disappointment",0.2,0.5,0.2,0.285714285714286
"591","DSPy_300","GPT-3.5","disapproval",0,0,0,NA
"592","DSPy_300","GPT-3.5","disgust",0.2,0.5,0.2,0.285714285714286
"593","DSPy_300","GPT-3.5","embarrassment",0,0,0,NA
"594","DSPy_300","GPT-3.5","excitement",0.2,0.5,0.2,0.285714285714286
"595","DSPy_300","GPT-3.5","fear",0,0,0,NA
"596","DSPy_300","GPT-3.5","gratitude",0.6,1,0.6,0.75
"597","DSPy_300","GPT-3.5","grief",0,NA,0,NA
"598","DSPy_300","GPT-3.5","joy",0.2,1,0.2,0.333333333333333
"599","DSPy_300","GPT-3.5","love",0.4,0.5,0.4,0.444444444444444
"600","DSPy_300","GPT-3.5","nervousness",0,NA,0,NA
"601","DSPy_300","GPT-3.5","neutral",0.2,0.0416666666666667,0.2,0.0689655172413793
"602","DSPy_300","GPT-3.5","optimism",0.2,0.5,0.2,0.285714285714286
"603","DSPy_300","GPT-3.5","pride",0.4,1,0.4,0.571428571428572
"604","DSPy_300","GPT-3.5","realization",0,0,0,NA
"605","DSPy_300","GPT-3.5","relief",0,NA,0,NA
"606","DSPy_300","GPT-3.5","remorse",0.2,1,0.2,0.333333333333333
"607","DSPy_300","GPT-3.5","sadness",0.4,0.5,0.4,0.444444444444444
"608","DSPy_300","GPT-3.5","surprise",0.4,0.666666666666667,0.4,0.5
"609","DSPy_300","GPT-3.5","multiclass",0,0.06,0.6,0.109090909090909
"610","DSPy_300","GPT-5","admiration",0,NA,0,NA
"611","DSPy_300","GPT-5","amusement",0.333333333333333,0.285714285714286,0.333333333333333,0.307692307692308
"612","DSPy_300","GPT-5","anger",0,NA,0,NA
"613","DSPy_300","GPT-5","annoyance",0,NA,0,NA
"614","DSPy_300","GPT-5","approval",0,0,0,NA
"615","DSPy_300","GPT-5","caring",0.2,1,0.2,0.333333333333333
"616","DSPy_300","GPT-5","confusion",0.2,0.333333333333333,0.2,0.25
"617","DSPy_300","GPT-5","curiosity",0,0,0,NA
"618","DSPy_300","GPT-5","desire",0,NA,0,NA
"619","DSPy_300","GPT-5","disappointment",0,NA,0,NA
"620","DSPy_300","GPT-5","disapproval",0,0,0,NA
"621","DSPy_300","GPT-5","disgust",0,NA,0,NA
"622","DSPy_300","GPT-5","embarrassment",0,NA,0,NA
"623","DSPy_300","GPT-5","excitement",0.2,1,0.2,0.333333333333333
"624","DSPy_300","GPT-5","fear",0,0,0,NA
"625","DSPy_300","GPT-5","gratitude",0.4,1,0.4,0.571428571428572
"626","DSPy_300","GPT-5","grief",0,NA,0,NA
"627","DSPy_300","GPT-5","joy",0,NA,0,NA
"628","DSPy_300","GPT-5","love",0.4,0.5,0.4,0.444444444444444
"629","DSPy_300","GPT-5","nervousness",0,NA,0,NA
"630","DSPy_300","GPT-5","neutral",0,0,0,NA
"631","DSPy_300","GPT-5","optimism",0.2,1,0.2,0.333333333333333
"632","DSPy_300","GPT-5","pride",0,NA,0,NA
"633","DSPy_300","GPT-5","realization",0.2,0.333333333333333,0.2,0.25
"634","DSPy_300","GPT-5","relief",0,NA,0,NA
"635","DSPy_300","GPT-5","remorse",0,NA,0,NA
"636","DSPy_300","GPT-5","sadness",0.4,1,0.4,0.571428571428572
"637","DSPy_300","GPT-5","surprise",0.4,0.666666666666667,0.4,0.5
"638","DSPy_300","GPT-5","multiclass",0,0.0363636363636364,0.8,0.0695652173913043
"639","Few-shot","GPT-3.5","admiration",0.5,0.5,0.5,0.5
"640","Few-shot","GPT-3.5","amusement",0.666666666666667,0.25,0.666666666666667,0.363636363636364
"641","Few-shot","GPT-3.5","anger",0.333333333333333,0.181818181818182,0.333333333333333,0.235294117647059
"642","Few-shot","GPT-3.5","annoyance",0,0,0,NA
"643","Few-shot","GPT-3.5","approval",0,0,0,NA
"644","Few-shot","GPT-3.5","caring",0,0,0,NA
"645","Few-shot","GPT-3.5","confusion",0.4,0.333333333333333,0.4,0.363636363636364
"646","Few-shot","GPT-3.5","curiosity",0.4,0.333333333333333,0.4,0.363636363636364
"647","Few-shot","GPT-3.5","desire",0,NA,0,NA
"648","Few-shot","GPT-3.5","disappointment",0,0,0,NA
"649","Few-shot","GPT-3.5","disapproval",0.6,0.1875,0.6,0.285714285714286
"650","Few-shot","GPT-3.5","disgust",0.4,0.2,0.4,0.266666666666667
"651","Few-shot","GPT-3.5","embarrassment",0,0,0,NA
"652","Few-shot","GPT-3.5","excitement",0.4,0.5,0.4,0.444444444444444
"653","Few-shot","GPT-3.5","fear",0.2,0.5,0.2,0.285714285714286
"654","Few-shot","GPT-3.5","gratitude",0.6,0.75,0.6,0.666666666666667
"655","Few-shot","GPT-3.5","grief",0.2,1,0.2,0.333333333333333
"656","Few-shot","GPT-3.5","joy",0.2,0.25,0.2,0.222222222222222
"657","Few-shot","GPT-3.5","love",0.2,0.5,0.2,0.285714285714286
"658","Few-shot","GPT-3.5","nervousness",0,NA,0,NA
"659","Few-shot","GPT-3.5","neutral",0,0,0,NA
"660","Few-shot","GPT-3.5","optimism",0.4,0.5,0.4,0.444444444444444
"661","Few-shot","GPT-3.5","pride",0.2,0.5,0.2,0.285714285714286
"662","Few-shot","GPT-3.5","realization",0.2,0.5,0.2,0.285714285714286
"663","Few-shot","GPT-3.5","relief",0,NA,0,NA
"664","Few-shot","GPT-3.5","remorse",0.2,1,0.2,0.333333333333333
"665","Few-shot","GPT-3.5","sadness",0.6,0.375,0.6,0.461538461538462
"666","Few-shot","GPT-3.5","surprise",0.6,0.428571428571429,0.6,0.5
"667","Few-shot","GPT-3.5","multiclass",0,0,0,NA
"668","Few-shot","GPT-5","admiration",0.333333333333333,0.666666666666667,0.333333333333333,0.444444444444444
"669","Few-shot","GPT-5","amusement",0.5,0.272727272727273,0.5,0.352941176470588
"670","Few-shot","GPT-5","anger",0,0,0,NA
"671","Few-shot","GPT-5","annoyance",0,0,0,NA
"672","Few-shot","GPT-5","approval",0,0,0,NA
"673","Few-shot","GPT-5","caring",0.2,0.333333333333333,0.2,0.25
"674","Few-shot","GPT-5","confusion",0.2,0.25,0.2,0.222222222222222
"675","Few-shot","GPT-5","curiosity",0.4,0.666666666666667,0.4,0.5
"676","Few-shot","GPT-5","desire",0.2,0.5,0.2,0.285714285714286
"677","Few-shot","GPT-5","disappointment",0,0,0,NA
"678","Few-shot","GPT-5","disapproval",0.4,0.0645161290322581,0.4,0.111111111111111
"679","Few-shot","GPT-5","disgust",0.2,0.5,0.2,0.285714285714286
"680","Few-shot","GPT-5","embarrassment",0.2,0.5,0.2,0.285714285714286
"681","Few-shot","GPT-5","excitement",0.2,0.5,0.2,0.285714285714286
"682","Few-shot","GPT-5","fear",0.2,0.5,0.2,0.285714285714286
"683","Few-shot","GPT-5","gratitude",0.6,0.6,0.6,0.6
"684","Few-shot","GPT-5","grief",0,NA,0,NA
"685","Few-shot","GPT-5","joy",0,NA,0,NA
"686","Few-shot","GPT-5","love",0.6,0.6,0.6,0.6
"687","Few-shot","GPT-5","nervousness",0,NA,0,NA
"688","Few-shot","GPT-5","neutral",0,0,0,NA
"689","Few-shot","GPT-5","optimism",0.2,0.333333333333333,0.2,0.25
"690","Few-shot","GPT-5","pride",0,0,0,NA
"691","Few-shot","GPT-5","realization",0.2,0.333333333333333,0.2,0.25
"692","Few-shot","GPT-5","relief",0,NA,0,NA
"693","Few-shot","GPT-5","remorse",0.2,1,0.2,0.333333333333333
"694","Few-shot","GPT-5","sadness",0.6,0.6,0.6,0.6
"695","Few-shot","GPT-5","surprise",0.6,0.6,0.6,0.6
"696","Few-shot","GPT-5","multiclass",0,0.04,0.2,0.0666666666666667
"697","Few-shot_APO10","GPT-3.5","admiration",0.5,0.5,0.5,0.5
"698","Few-shot_APO10","GPT-3.5","amusement",0.5,0.214285714285714,0.5,0.3
"699","Few-shot_APO10","GPT-3.5","anger",0.333333333333333,0.181818181818182,0.333333333333333,0.235294117647059
"700","Few-shot_APO10","GPT-3.5","annoyance",0,0,0,NA
"701","Few-shot_APO10","GPT-3.5","approval",0,0,0,NA
"702","Few-shot_APO10","GPT-3.5","caring",0,0,0,NA
"703","Few-shot_APO10","GPT-3.5","confusion",0.4,0.333333333333333,0.4,0.363636363636364
"704","Few-shot_APO10","GPT-3.5","curiosity",0.4,0.333333333333333,0.4,0.363636363636364
"705","Few-shot_APO10","GPT-3.5","desire",0,NA,0,NA
"706","Few-shot_APO10","GPT-3.5","disappointment",0,0,0,NA
"707","Few-shot_APO10","GPT-3.5","disapproval",0.6,0.166666666666667,0.6,0.260869565217391
"708","Few-shot_APO10","GPT-3.5","disgust",0.4,0.222222222222222,0.4,0.285714285714286
"709","Few-shot_APO10","GPT-3.5","embarrassment",0,0,0,NA
"710","Few-shot_APO10","GPT-3.5","excitement",0.4,0.5,0.4,0.444444444444444
"711","Few-shot_APO10","GPT-3.5","fear",0.2,0.5,0.2,0.285714285714286
"712","Few-shot_APO10","GPT-3.5","gratitude",0.6,0.75,0.6,0.666666666666667
"713","Few-shot_APO10","GPT-3.5","grief",0.2,1,0.2,0.333333333333333
"714","Few-shot_APO10","GPT-3.5","joy",0.2,0.25,0.2,0.222222222222222
"715","Few-shot_APO10","GPT-3.5","love",0.2,0.5,0.2,0.285714285714286
"716","Few-shot_APO10","GPT-3.5","nervousness",0,NA,0,NA
"717","Few-shot_APO10","GPT-3.5","neutral",0,0,0,NA
"718","Few-shot_APO10","GPT-3.5","optimism",0.4,0.5,0.4,0.444444444444444
"719","Few-shot_APO10","GPT-3.5","pride",0.2,0.5,0.2,0.285714285714286
