"","comment_id","text","human_emotions","model_emotions","exact_match","Technique","model"
"1671","eesmsbe","Shithole universe i mean.","anger","disgust","False","Few-shot_APO20","GPT-3.5"
"1672","eeblnfc","How dare you disparage a 3D printed JV riding a goddamn raptor","anger","anger, disgust","False","Few-shot_APO20","GPT-3.5"
"1673","edlvsnk","Fuck isn't it nice to have a [NAME] on the team?","anger","amusement","False","Few-shot_APO20","GPT-3.5"
"1674","ef6tx1q","This was literally me!","annoyance","amusement","False","Few-shot_APO20","GPT-3.5"
"1675","edalg04","And how often do you hear about feminists fighting for these women’s rights? Never. Feminists are cowards.","annoyance","anger, disapproval","False","Few-shot_APO20","GPT-3.5"
"1676","edrf7wa","What a poor woman who only wanted to tell someone what to do.","annoyance","neutral","False","Few-shot_APO20","GPT-3.5"
"1677","ee3ns48","I’ve seen 62 to 8 in 12 hours up north. Weather is crazy stuff.","annoyance","surprise","False","Few-shot_APO20","GPT-3.5"
"1678","edfk31g","Why don’t people just call the cops and give them the video?","annoyance","confusion","False","Few-shot_APO20","GPT-3.5"
"1679","edyjuwo","What? Shut up?","annoyance","anger","False","Few-shot_APO20","GPT-3.5"
"1680","efdbuxe","I like to answer ""CALLER 7, YOU ARE LIVE ON THE AIR!""","approval","amusement","False","Few-shot_APO20","GPT-3.5"
"1681","ef16p4j","35-55 a week. no health restrictions, just eat what I feel like","approval","neutral","False","Few-shot_APO20","GPT-3.5"
"1682","eeah494","Im having a lot of fun, please continue the show","approval","joy","False","Few-shot_APO20","GPT-3.5"
"1683","eezz1zn","hes doing it for his kid","approval","caring","False","Few-shot_APO20","GPT-3.5"
"1684","ee2a3l1","I I'm so honored","approval","admiration","False","Few-shot_APO20","GPT-3.5"
"1685","ednicm9","TBH I think they would've been better without the hot dog","approval","disapproval","False","Few-shot_APO20","GPT-3.5"
"1686","efe691k","That's the opposite of a bad thing.","caring","surprise","False","Few-shot_APO20","GPT-3.5"
"1687","ee2yef5","Play something else and come back later. You’re burning yourself out","caring","neutral","False","Few-shot_APO20","GPT-3.5"
"1688","ef2ssjo","“No, you cannot get better” LOL","caring","amusement","False","Few-shot_APO20","GPT-3.5"
"1689","edswvrb","At the end of the day you still have to let him know though. There is nothing embarrassing about frugality!","caring","approval","False","Few-shot_APO20","GPT-3.5"
"1690","eebuqgf","He burnt out. Give it some time. Other option is he never really cared, but I find that unlikely. Also maybe life just happened.","caring","neutral","False","Few-shot_APO20","GPT-3.5"
"1691","eeq2jyu","If everyone else can figure this out, then I don't see why it's so implausible for the US.","confusion","confusion","True","Few-shot_APO20","GPT-3.5"
"1692","ef0t4sq","Alicorn then maybe?","confusion","curiosity","False","Few-shot_APO20","GPT-3.5"
"1693","edijcfx","Ghostbusters 2: ghost-bustier ?","confusion","amusement","False","Few-shot_APO20","GPT-3.5"
"1694","edsxcax","Kinda like how he wants to “out” kids?","confusion","disapproval","False","Few-shot_APO20","GPT-3.5"
"1695","ee87aji","I am confusion.","confusion","confusion","True","Few-shot_APO20","GPT-3.5"
"1696","edkd7sr","That was a joke? And a joke you've been waiting to use for 10+ years?","curiosity","amusement","False","Few-shot_APO20","GPT-3.5"
"1697","edi37q6","What is everybody obsession with trading away young players in this sub?","curiosity","confusion","False","Few-shot_APO20","GPT-3.5"
"1698","edt3kh1","Whaaaat? I thought it was a perfectly normal childhood disease that posed no threat whatsoever! Why is she scared?","curiosity","surprise, confusion, fear","False","Few-shot_APO20","GPT-3.5"
"1699","ed58cxg","I am for socialised health care but how exactly would that solve long wait times?","curiosity","curiosity","True","Few-shot_APO20","GPT-3.5"
"1700","ee34lij","I have an honest question for you sir. Wouldn't a person who went through that hell be more humble and understanding than someone who didn't?","curiosity","curiosity","True","Few-shot_APO20","GPT-3.5"
"1701","ede0g63","Goodnight and good luck.","desire","optimism","False","Few-shot_APO20","GPT-3.5"
"1702","edfrinq","I wish I was there lol","desire","desire, amusement","False","Few-shot_APO20","GPT-3.5"
"1703","edz4hwv","What did he get help with?","desire","curiosity","False","Few-shot_APO20","GPT-3.5"
"1704","edv6zg7","You should eat real cake today too!","desire","approval","False","Few-shot_APO20","GPT-3.5"
"1705","edfh7lm","I can watch test cricket, this would be no problems. Honestly though I'm annoyed I missed it, hopefully there's a re run","desire","annoyance","False","Few-shot_APO20","GPT-3.5"
"1706","ee4tgim","i got a bump and a bald spot. i feel dumb <3","disappointment","embarrassment","False","Few-shot_APO20","GPT-3.5"
"1707","ee8djmg","I just don't want to see them shame themselves, and actually show their worth and virtue instead of showing themsleves to be a walking sexual object","disappointment","disgust","False","Few-shot_APO20","GPT-3.5"
"1708","edo61x4","She refuses to go to therapy.","disappointment","disapproval","False","Few-shot_APO20","GPT-3.5"
"1709","eepmnfn","""I didn't learn anything from the last short clip video on twitter that cut in mid way through an confrontation"" Oh look a new one!","disappointment","annoyance","False","Few-shot_APO20","GPT-3.5"
"1710","ee87p6d","No no no. They only have no worth if they don’t support [RELIGION].","disappointment","disapproval","False","Few-shot_APO20","GPT-3.5"
"1711","efbv26x","I don't judge anyone with this stuff trust me I can hold it close to my face so I could make tea!","disapproval","amusement","False","Few-shot_APO20","GPT-3.5"
"1712","ee4092e","Not possible to change da truth","disapproval","disapproval","True","Few-shot_APO20","GPT-3.5"
"1713","ed4x0fr","I guess if you haven't been on the sub for a while you don't understand that boycott was synonymous with incels and the alt-right","disapproval","disapproval","True","Few-shot_APO20","GPT-3.5"
"1714","ed5lhu6","I'm just reminding everyone. you're not helping the situation by being pedantic","disapproval","anger","False","Few-shot_APO20","GPT-3.5"
"1715","edjwu3f","Not surprised...he has ZERO interest in finding a job and living like a responsible adult...","disapproval","disapproval","True","Few-shot_APO20","GPT-3.5"
"1716","ed7e5o4","People are very complicated.","disgust","confusion","False","Few-shot_APO20","GPT-3.5"
"1717","ef4e3pl","Plus, thinking you know someone that you don't just weirds them out. It must be disturbing having people flock around your persona, ffs.","disgust","disgust","True","Few-shot_APO20","GPT-3.5"
"1718","eecgjh1","You’re right, republicans are worse because they have nukes.","disgust","anger","False","Few-shot_APO20","GPT-3.5"
"1719","ee391m4","They’re disgusting people inside and out","disgust","disgust","True","Few-shot_APO20","GPT-3.5"
"1720","eeij4x1","creepy, the only way to make it more creepy is to leave it on her bed stand table to find it in the morning. ","disgust","neutral","False","Few-shot_APO20","GPT-3.5"
"1721","ef54otk","feeling like im not normal and that im shameful and wrong and other people telling me those things are what have done this to me","embarrassment","sadness","False","Few-shot_APO20","GPT-3.5"
"1722","ee69j31","Why am I crying alone in my room rn","embarrassment","sadness","False","Few-shot_APO20","GPT-3.5"
"1723","eeheckb","For fucking real. That is not normal behavior for anyone over the age of 15 and it's totally cringey","embarrassment","disgust, embarrassment","False","Few-shot_APO20","GPT-3.5"
"1724","eeqp51w","What no one in the history of time has ever recovered from a bad first date? Hard pass on this anecdotal evidence.","embarrassment","disapproval","False","Few-shot_APO20","GPT-3.5"
"1725","een8gbg","What? I’m regular lurker here that just deiced to comment.","embarrassment","surprise","False","Few-shot_APO20","GPT-3.5"
"1726","edgbks8","I used to work nights at a 24-hour Walmart, “interesting” is a damn tame word for it.","excitement","amusement","False","Few-shot_APO20","GPT-3.5"
"1727","eej4lag","Married at first sight!","excitement","excitement","True","Few-shot_APO20","GPT-3.5"
"1728","ee0wceb","I just watched the video and I don’t think that was his sister.","excitement","neutral","False","Few-shot_APO20","GPT-3.5"
"1729","edut0kq","I can’t wait!!!","excitement","excitement","True","Few-shot_APO20","GPT-3.5"
"1730","ed3w91f","Airport is crazy busy. T2 specifically. Crazy crazy. Get there earlier if dropping bags... Virgin even had temp checkin desks on the footpath outside.","excitement","neutral","False","Few-shot_APO20","GPT-3.5"
"1731","edg64zs","Super creepy. And leaving the note is out of line","fear","disgust, disapproval","False","Few-shot_APO20","GPT-3.5"
"1732","ee15az7","This is the noise I make in my girlfriend’s ear while y’all are still scared to moan","fear","amusement","False","Few-shot_APO20","GPT-3.5"
"1733","eeekf0w","[NAME] is there anything more depressing than being in a leafs gdt when the leafs are losing.","fear","sadness","False","Few-shot_APO20","GPT-3.5"
"1734","edv19pi","I would be creeped out.","fear","fear","True","Few-shot_APO20","GPT-3.5"
"1735","ed1i50s","i did, but it was at 3 am before i went to bed, so i’m gonna cheat and count it as 2018 LOL.","fear","amusement","False","Few-shot_APO20","GPT-3.5"
"1736","edeml2x","thank you!!","gratitude","gratitude","True","Few-shot_APO20","GPT-3.5"
"1737","ed4xm4z","Thank you!","gratitude","gratitude","True","Few-shot_APO20","GPT-3.5"
"1738","eexi9i3","I will absolutely tell him this. Thank you. Congrats for making it out of the fog yourself.","gratitude","gratitude, admiration","False","Few-shot_APO20","GPT-3.5"
"1739","ef34tza","OMG she's BYEsexual. Sorry I had to.","gratitude","amusement","False","Few-shot_APO20","GPT-3.5"
"1740","eff0eat","The real [NAME] is always in the comments. Thank you internet stranger","gratitude","gratitude","True","Few-shot_APO20","GPT-3.5"
"1741","eepbsjd",">ribs My condolences on your loss.","grief","grief","True","Few-shot_APO20","GPT-3.5"
"1742","edztfzy","If my mom were still alive, she'd be so pissed at [NAME] being in this cast.","grief","anger, sadness","False","Few-shot_APO20","GPT-3.5"
"1743","edgcyz2","Sadly I don't think even half the people who watched the game are gonna hear about that.","grief","sadness","False","Few-shot_APO20","GPT-3.5"
"1744","ed2jvh5","that's a pretty cool box art. Shame the beetle's hand isn't actually wrapped around the stick though.","grief","disappointment","False","Few-shot_APO20","GPT-3.5"
"1745","edqb2x4","I had a similar fear last month after exceeding the two hours in a Homebase car park.","grief","fear","False","Few-shot_APO20","GPT-3.5"
"1746","edi3s90","She's why [NAME] doesn't want memes lol, she's a goldmine","joy","amusement","False","Few-shot_APO20","GPT-3.5"
"1747","efdpd4d","I like you both.","joy","love","False","Few-shot_APO20","GPT-3.5"
"1748","edlmoh8","So happy for your strong stance and to help him on his way out of your life.","joy","joy, admiration","False","Few-shot_APO20","GPT-3.5"
"1749","ef8guz9","Weird how they shoehorned s character from an ongoing tv show into Celebrity Big Brothter. Glad they got rid of him after one episode though.","joy","disapproval, relief","False","Few-shot_APO20","GPT-3.5"
"1750","eewq7jc","Oh the joys of Marine Corps boot camp!!","joy","joy","True","Few-shot_APO20","GPT-3.5"
"1751","edw87bp","I like you. Yes, you.","love","love","True","Few-shot_APO20","GPT-3.5"
"1752","eenytll","The Iowa State Cyclones are my favorite college basketball team.","love","joy","False","Few-shot_APO20","GPT-3.5"
"1753","eeippeu","I actually currently have a girlfriend and I love her. It's just that those past situations gave me trust issues for life I guess.","love","love, sadness","False","Few-shot_APO20","GPT-3.5"
"1754","effnsfn","love how nobody decides to run over to him and help","love","disapproval","False","Few-shot_APO20","GPT-3.5"
"1755","eeww960","Love Galore pt.2 💯🔥🔥","love","excitement","False","Few-shot_APO20","GPT-3.5"
"1756","ef6vqef","Yeah that's where I think the problem lies. It's that I don't really want to be open to others.","nervousness","disapproval","False","Few-shot_APO20","GPT-3.5"
"1757","eddzfda","Your age difference is incredibly creepy.","nervousness","disgust","False","Few-shot_APO20","GPT-3.5"
"1758","eevcg8b","Run the addresses through the property records. If the mailing address of owner ain't local, they its a lie. ","nervousness","neutral","False","Few-shot_APO20","GPT-3.5"
"1759","ef63by4","Really? Hey mods, I have this pain in my lower back just about _here_.","nervousness","curiosity","False","Few-shot_APO20","GPT-3.5"
"1760","edsbo8z","i just came to make sure she was safe cause she said her parents gone. It can be dangerous ya know..","nervousness","neutral","False","Few-shot_APO20","GPT-3.5"
"1761","edjrvep","Oh, Boy. You into phrenology too.","neutral","amusement","False","Few-shot_APO20","GPT-3.5"
"1762","edy3gfp",">provide a credible source. You first. For each claim.","neutral","anger","False","Few-shot_APO20","GPT-3.5"
"1763","ef5x9tq","Try this on anyone blue belt or above in bjj. Spoiler: it wont work","neutral","disappointment","False","Few-shot_APO20","GPT-3.5"
"1764","eees7gz","This is his worst season since his rookie year","neutral","disappointment","False","Few-shot_APO20","GPT-3.5"
"1765","eeiov4c","Do all you can. Really everything is put in perspective, my work seems very unimportant right now. ","neutral","realization","False","Few-shot_APO20","GPT-3.5"
"1766","eet5inc","Mauston and Monticello were the beginning and end of my hope","optimism","sadness","False","Few-shot_APO20","GPT-3.5"
"1767","edw9nki","I hope you aren’t saying that there is no co-relation between imperialism/colonialism and standards of living in the West, in this case Britain.","optimism","disapproval","False","Few-shot_APO20","GPT-3.5"
"1768","efagykj","On time stat doesn't matter for anything meaningful, I wouldn't waste time contacting support over it, or worrying about it for any reason really.","optimism","disapproval","False","Few-shot_APO20","GPT-3.5"
"1769","edjfbst","His time will come for that","optimism","optimism","True","Few-shot_APO20","GPT-3.5"
"1770","ee1cohh","This is the beginning of a comeback for the ages.","optimism","optimism","True","Few-shot_APO20","GPT-3.5"
"1771","eei22ry","You become assertive and take back your share of the power and control over your life. Go get No More Mr. Nice Guy.","pride","neutral","False","Few-shot_APO20","GPT-3.5"
"1772","eei8sfs","Congratulations! I know it’s a hard thing to quit, I’m proud of you. ","pride","admiration, pride","False","Few-shot_APO20","GPT-3.5"
"1773","edby4pf","Normally yeah but that was my friends first match ever and to encounter such a killer, who was running noed too is kinda disheartening for him","pride","disappointment","False","Few-shot_APO20","GPT-3.5"
"1774","eeh0dk9","I never get sick of seeing me and my dad go absolutely fucking wild in that video","pride","joy","False","Few-shot_APO20","GPT-3.5"
"1775","eevqtgr","I personally am very proud to be a vegetable. Corn, to be exact. Corn pride y'all","pride","pride","True","Few-shot_APO20","GPT-3.5"
"1776","eeveqjo","I already posted this 🤔🤷🏻‍♂️","realization","confusion","False","Few-shot_APO20","GPT-3.5"
"1777","ee7no40","That's because it's called LATCH here and most people just call them ""car seat anchors"". Maybe that's why...","realization","neutral","False","Few-shot_APO20","GPT-3.5"
"1778","edg3atf","You gotta watch with subtitles IMO. The dubbed English version looks and sounds ridiculous.","realization","disapproval","False","Few-shot_APO20","GPT-3.5"
"1779","ee5e2ch","You mean anti-intelligent","realization","disapproval","False","Few-shot_APO20","GPT-3.5"
"1780","ef6qj8f","At first I thought this was talking about physical piracy (like stealing cargo ships) but now I understand.","realization","realization","True","Few-shot_APO20","GPT-3.5"
"1781","eeypa8q","you’re gonna do just fine","relief","optimism","False","Few-shot_APO20","GPT-3.5"
"1782","edqc1yz","This is really helpful to point out!!","relief","gratitude","False","Few-shot_APO20","GPT-3.5"
"1783","eevmzgw","Oh good. It's nice to see confirmation that you're actually trolling, because no one is that stupid ","relief","anger","False","Few-shot_APO20","GPT-3.5"
"1784","ednx4v9","The papers listed at might be of help.","relief","curiosity","False","Few-shot_APO20","GPT-3.5"
"1785","efeuhyx","well that's no creepy in the slightest","relief","disgust","False","Few-shot_APO20","GPT-3.5"
"1786","eeegsoo","Sorry, I wish I was wrong, but Mathews is over rated","remorse","disappointment","False","Few-shot_APO20","GPT-3.5"
"1787","ed6l9pt","Sorry guys, I went a little far... You can read my apology post here.","remorse","remorse","True","Few-shot_APO20","GPT-3.5"
"1788","edpdm3q","dude, your mom is a fuck-nugget, i’m so sorry you’re dealing with this ","remorse","anger","False","Few-shot_APO20","GPT-3.5"
"1789","ee9uhdl","I apologised an very long time ago as I was wrong at this point you are beating a dead horse","remorse","anger","False","Few-shot_APO20","GPT-3.5"
"1790","eehpovo","WTH?! Sorry, but you might need better friends! That is wrong. So wrong. ","remorse","anger, disapproval","False","Few-shot_APO20","GPT-3.5"
"1791","efamnsp","i also cried","sadness","sadness","True","Few-shot_APO20","GPT-3.5"
"1792","eewgfox","Hm so sad. Am I supposed to feel bad for you because you don't look like [NAME] phelps? Btw, he's on steroids no doubt","sadness","sadness, disgust","False","Few-shot_APO20","GPT-3.5"
"1793","edwv5o1","Me me big sad.","sadness","sadness","True","Few-shot_APO20","GPT-3.5"
"1794","eezq59k","Friend of the younger sister of girl who was killed. She told me it was a bad acid trip. Very sad, family is holding a vigil tomorrow night. ","sadness","sadness","True","Few-shot_APO20","GPT-3.5"
"1795","eeupb8r","His misogyny is disturbing.","sadness","disgust","False","Few-shot_APO20","GPT-3.5"
"1796","ef45pxs","Surprised to not see Three Arrows on the list when he went from no videos at all to over 100,000 subscribers just in the course of 2018.","surprise","surprise","True","Few-shot_APO20","GPT-3.5"
"1797","ee4p8ut","Considering how many of this involves hiding bottles, it wouldn’t surprise me.","surprise","surprise","True","Few-shot_APO20","GPT-3.5"
"1798","edzoy70","That’s a wonderful meaningless word salad","surprise","disapproval","False","Few-shot_APO20","GPT-3.5"
"1799","ed5es57","I can't believe you won!","surprise","surprise","True","Few-shot_APO20","GPT-3.5"
"1800","ecztf18","I used to build a ramp and jump over other kids on my bike ala [NAME]... I was amazed at the time.","surprise","admiration","False","Few-shot_APO20","GPT-3.5"
"1801","efeke1r","[NAME] damn it [NAME].","anger, annoyance","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1802","eegefud","My husband and I are expecting a little boy. We will refuse to do the whole ""man up"" thing. No toxic masculinity here hopefully lol","desire, optimism","approval","False","Auto-CoT_APO20","GPT-3.5"
"1803","ef2jexa","Yeah I’ve been watching these videos and they are great. Really well done.","admiration, gratitude","admiration","False","Auto-CoT_APO20","GPT-3.5"
"1804","ed97gce","Our love is like, a violent game between children baby.","approval, love","disgust","False","Auto-CoT_APO20","GPT-3.5"
"1805","eejam6j","This episode also had the segment where a paralized [NAME] communicates by farting. So, yes it is the worst. Lisa Goes Gaga is a close second.","anger, disgust","disgust","False","Auto-CoT_APO20","GPT-3.5"
"1806","edgyr8b","Good timing with the two breweries having just opened up. Gotta check them out when I'm in that neck of the woods again.","admiration","excitement","False","Auto-CoT_APO20","GPT-3.5"
"1807","ed7uin2","Super cool to see","admiration","admiration","True","Auto-CoT_APO20","GPT-3.5"
"1808","efbxjom","This was a beautiful moment for the FT coming together","admiration","admiration","True","Auto-CoT_APO20","GPT-3.5"
"1809","eev528h","Must've been some damn good fries...","admiration","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1810","ee3ggkk","Mr. Met is a legend! Outrageous. Now... If you wanna talk about hateworthy mascots... The Phanatic fits the bill.","admiration","admiration","True","Auto-CoT_APO20","GPT-3.5"
"1811","eee8os5","Great, petty revenge instead of making your GF happy by removing [NAME] from her life, nice job!","admiration","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1812","eev3ial","The US version of The Office isn’t even the best version of The Office, never mind the best comedy ever.","amusement","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1813","ed0p0gi","> Mother wasn't amused and I was forced to smile and bare it Wow, I would hate taking nude family portraits","amusement","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1814","edj7ya6","[NAME] got a serious case of the giggles today.","amusement","amusement","True","Auto-CoT_APO20","GPT-3.5"
"1815","ee3dm5e","Busy night for you lol","amusement","amusement","True","Auto-CoT_APO20","GPT-3.5"
"1816","ef0zbtx","because it’s funny","amusement","amusement","True","Auto-CoT_APO20","GPT-3.5"
"1817","edg9z3r","This video is funny but every time I watch it I get so mad at the guys filming and their belittling comments!","amusement","amusement, anger","False","Auto-CoT_APO20","GPT-3.5"
"1818","ee64dsq","It's a statistically slightly worse ICR, take that as you will.","anger","neutral","False","Auto-CoT_APO20","GPT-3.5"
"1819","eedvd5c","Those inflated monopoly prices go back into Ontario coffers for services like roads and schools! How dare you question them. /s","anger","anger","True","Auto-CoT_APO20","GPT-3.5"
"1820","edslv30","“What the FUCK is this [NAME], explain!”","anger","anger","True","Auto-CoT_APO20","GPT-3.5"
"1821","eesmsbe","Shithole universe i mean.","anger","disgust","False","Auto-CoT_APO20","GPT-3.5"
"1822","eeblnfc","How dare you disparage a 3D printed JV riding a goddamn raptor","anger","anger","True","Auto-CoT_APO20","GPT-3.5"
"1823","edlvsnk","Fuck isn't it nice to have a [NAME] on the team?","anger","admiration","False","Auto-CoT_APO20","GPT-3.5"
"1824","ef6tx1q","This was literally me!","annoyance","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1825","edalg04","And how often do you hear about feminists fighting for these women’s rights? Never. Feminists are cowards.","annoyance","anger","False","Auto-CoT_APO20","GPT-3.5"
"1826","edrf7wa","What a poor woman who only wanted to tell someone what to do.","annoyance","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1827","ee3ns48","I’ve seen 62 to 8 in 12 hours up north. Weather is crazy stuff.","annoyance","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1828","edfk31g","Why don’t people just call the cops and give them the video?","annoyance","confusion","False","Auto-CoT_APO20","GPT-3.5"
"1829","edyjuwo","What? Shut up?","annoyance","annoyance","True","Auto-CoT_APO20","GPT-3.5"
"1830","efdbuxe","I like to answer ""CALLER 7, YOU ARE LIVE ON THE AIR!""","approval","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1831","ef16p4j","35-55 a week. no health restrictions, just eat what I feel like","approval","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1832","eeah494","Im having a lot of fun, please continue the show","approval","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1833","eezz1zn","hes doing it for his kid","approval","caring","False","Auto-CoT_APO20","GPT-3.5"
"1834","ee2a3l1","I I'm so honored","approval","admiration","False","Auto-CoT_APO20","GPT-3.5"
"1835","ednicm9","TBH I think they would've been better without the hot dog","approval","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1836","efe691k","That's the opposite of a bad thing.","caring","approval","False","Auto-CoT_APO20","GPT-3.5"
"1837","ee2yef5","Play something else and come back later. You’re burning yourself out","caring","caring","True","Auto-CoT_APO20","GPT-3.5"
"1838","ef2ssjo","“No, you cannot get better” LOL","caring","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1839","edswvrb","At the end of the day you still have to let him know though. There is nothing embarrassing about frugality!","caring","approval","False","Auto-CoT_APO20","GPT-3.5"
"1840","eebuqgf","He burnt out. Give it some time. Other option is he never really cared, but I find that unlikely. Also maybe life just happened.","caring","confusion","False","Auto-CoT_APO20","GPT-3.5"
"1841","eeq2jyu","If everyone else can figure this out, then I don't see why it's so implausible for the US.","confusion","optimism","False","Auto-CoT_APO20","GPT-3.5"
"1842","ef0t4sq","Alicorn then maybe?","confusion","curiosity","False","Auto-CoT_APO20","GPT-3.5"
"1843","edijcfx","Ghostbusters 2: ghost-bustier ?","confusion","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1844","edsxcax","Kinda like how he wants to “out” kids?","confusion","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1845","ee87aji","I am confusion.","confusion","confusion","True","Auto-CoT_APO20","GPT-3.5"
"1846","edkd7sr","That was a joke? And a joke you've been waiting to use for 10+ years?","curiosity","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1847","edi37q6","What is everybody obsession with trading away young players in this sub?","curiosity","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1848","edt3kh1","Whaaaat? I thought it was a perfectly normal childhood disease that posed no threat whatsoever! Why is she scared?","curiosity","confusion","False","Auto-CoT_APO20","GPT-3.5"
"1849","ed58cxg","I am for socialised health care but how exactly would that solve long wait times?","curiosity","confusion","False","Auto-CoT_APO20","GPT-3.5"
"1850","ee34lij","I have an honest question for you sir. Wouldn't a person who went through that hell be more humble and understanding than someone who didn't?","curiosity","curiosity","True","Auto-CoT_APO20","GPT-3.5"
"1851","ede0g63","Goodnight and good luck.","desire","optimism","False","Auto-CoT_APO20","GPT-3.5"
"1852","edfrinq","I wish I was there lol","desire","desire, amusement","False","Auto-CoT_APO20","GPT-3.5"
"1853","edz4hwv","What did he get help with?","desire","curiosity","False","Auto-CoT_APO20","GPT-3.5"
"1854","edv6zg7","You should eat real cake today too!","desire","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1855","edfh7lm","I can watch test cricket, this would be no problems. Honestly though I'm annoyed I missed it, hopefully there's a re run","desire","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1856","ee4tgim","i got a bump and a bald spot. i feel dumb <3","disappointment","embarrassment","False","Auto-CoT_APO20","GPT-3.5"
"1857","ee8djmg","I just don't want to see them shame themselves, and actually show their worth and virtue instead of showing themsleves to be a walking sexual object","disappointment","disapproval","False","Auto-CoT_APO20","GPT-3.5"
"1858","edo61x4","She refuses to go to therapy.","disappointment","disappointment","True","Auto-CoT_APO20","GPT-3.5"
"1859","eepmnfn","""I didn't learn anything from the last short clip video on twitter that cut in mid way through an confrontation"" Oh look a new one!","disappointment","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1860","ee87p6d","No no no. They only have no worth if they don’t support [RELIGION].","disappointment","anger","False","Auto-CoT_APO20","GPT-3.5"
"1861","efbv26x","I don't judge anyone with this stuff trust me I can hold it close to my face so I could make tea!","disapproval","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1862","ee4092e","Not possible to change da truth","disapproval","disapproval","True","Auto-CoT_APO20","GPT-3.5"
"1863","ed4x0fr","I guess if you haven't been on the sub for a while you don't understand that boycott was synonymous with incels and the alt-right","disapproval","disapproval","True","Auto-CoT_APO20","GPT-3.5"
"1864","ed5lhu6","I'm just reminding everyone. you're not helping the situation by being pedantic","disapproval","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1865","edjwu3f","Not surprised...he has ZERO interest in finding a job and living like a responsible adult...","disapproval","disapproval","True","Auto-CoT_APO20","GPT-3.5"
"1866","ed7e5o4","People are very complicated.","disgust","confusion","False","Auto-CoT_APO20","GPT-3.5"
"1867","ef4e3pl","Plus, thinking you know someone that you don't just weirds them out. It must be disturbing having people flock around your persona, ffs.","disgust","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1868","eecgjh1","You’re right, republicans are worse because they have nukes.","disgust","anger","False","Auto-CoT_APO20","GPT-3.5"
"1869","ee391m4","They’re disgusting people inside and out","disgust","disgust","True","Auto-CoT_APO20","GPT-3.5"
"1870","eeij4x1","creepy, the only way to make it more creepy is to leave it on her bed stand table to find it in the morning. ","disgust","disgust","True","Auto-CoT_APO20","GPT-3.5"
"1871","ef54otk","feeling like im not normal and that im shameful and wrong and other people telling me those things are what have done this to me","embarrassment","sadness","False","Auto-CoT_APO20","GPT-3.5"
"1872","ee69j31","Why am I crying alone in my room rn","embarrassment","sadness","False","Auto-CoT_APO20","GPT-3.5"
"1873","eeheckb","For fucking real. That is not normal behavior for anyone over the age of 15 and it's totally cringey","embarrassment","disgust","False","Auto-CoT_APO20","GPT-3.5"
"1874","eeqp51w","What no one in the history of time has ever recovered from a bad first date? Hard pass on this anecdotal evidence.","embarrassment","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1875","een8gbg","What? I’m regular lurker here that just deiced to comment.","embarrassment","confusion","False","Auto-CoT_APO20","GPT-3.5"
"1876","edgbks8","I used to work nights at a 24-hour Walmart, “interesting” is a damn tame word for it.","excitement","amusement","False","Auto-CoT_APO20","GPT-3.5"
"1877","eej4lag","Married at first sight!","excitement","excitement","True","Auto-CoT_APO20","GPT-3.5"
"1878","ee0wceb","I just watched the video and I don’t think that was his sister.","excitement","confusion","False","Auto-CoT_APO20","GPT-3.5"
"1879","edut0kq","I can’t wait!!!","excitement","excitement","True","Auto-CoT_APO20","GPT-3.5"
"1880","ed3w91f","Airport is crazy busy. T2 specifically. Crazy crazy. Get there earlier if dropping bags... Virgin even had temp checkin desks on the footpath outside.","excitement","annoyance","False","Auto-CoT_APO20","GPT-3.5"
"1881","edg64zs","Super creepy. And leaving the note is out of line","fear","disgust","False","Auto-CoT_APO20","GPT-3.5"
"1882","ee15az7","This is the noise I make in my girlfriend’s ear while y’all are still scared to moan","fear","disgust","False","Auto-CoT_APO20","GPT-3.5"
"1883","eeekf0w","[NAME] is there anything more depressing than being in a leafs gdt when the leafs are losing.","fear","sadness","False","Auto-CoT_APO20","GPT-3.5"
"1884","edv19pi","I would be creeped out.","fear","disgust","False","Auto-CoT_APO20","GPT-3.5"
