"","sentence_idx","sentence","ground_truth","prediction","correct","Technique","model"
"1246",46,"One example the this is the hambuger , when they advertice looks so delicios, and when you tested is",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1247",47,"For example a doctor does not need to know how to construct a building because he doesnt need to kno",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1248",48,"Maybe I can not enjoy in real meaning and I am tired.",2,3,"False","Self-Consistency_APO10","GPT-3.5"
"1249",49,"The disability of doing the things that desired make olders unhappy.",2,3,"False","Self-Consistency_APO10","GPT-3.5"
"1250",50,"It is dangerous for the plants and corps and changes rivers too acidic for living fish and other ani",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1251",51,"the school teachers there the one who take the future of youg genaration so we have to give them to ",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1252",52,"It is a pollutiont in the air so sulfur dioxide can effect to breathing problems and various respira",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1253",53,"for example when we talk about speed they must anderstand why it is dengures is beteer than if they ",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1254",54,"He or she can help me in languages, introducing specific beautiful places, what the special food in ",2,3,"False","Self-Consistency_APO10","GPT-3.5"
"1255",55,"It is better to have a very good understanding knowledege of many academic because it makes you broa",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1256",56,"Moreover before the oil and gas gone scientist will make new car that go by electricity or by sun li",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1257",57,"More informations how can we get it is the important things.",2,1,"False","Self-Consistency_APO10","GPT-3.5"
"1258",58,"A person with broad knowlege will help him to renovate.",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1259",59,"In all this specialize parts we need for the development in the future, wommens and mens with a good",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1260",60,"Help others and make we all live in a confortable home.",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1261",61,"They have limit to way which have meaning and function like a word.",2,3,"False","Self-Consistency_APO10","GPT-3.5"
"1262",62,"Because there is wroth visiting space.",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1263",63,"So the school try learning the students a bit in every science exist.",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1264",64,"But according a recent investgation showed that older people think staying at home is suit for them.",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1265",65,"Second, the high cost of drug testing finally lead the cost of the unit drug cost being higher than ",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1266",66,"I think that the biggest reason is devised environment compared with past.",2,3,"False","Self-Consistency_APO10","GPT-3.5"
"1267",67,"That means the best perfomance to do the job.",2,3,"False","Self-Consistency_APO10","GPT-3.5"
"1268",68,"But the practices may work for business that sell products in local.",2,3,"False","Self-Consistency_APO10","GPT-3.5"
"1269",69,"In the twenty years, they also can give us the better cars to use less resources-consumed transporta",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1270",70,"However, I want to go to the U.S.A that I can study and life in my dream's contury, I want to have m",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1271",71,"Examples: If the good skill people do some thing wrong ways and they got good respond like thife , r",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1272",72,"from now on, people always get more than two jobs in his or her life, becauce of the compator.",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1273",73,"And also no one have a special knowledge without the broad knoeledge, in the other words : "" Person ",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1274",74,"if you want a product you give create a beautiful image around it if you want sell it.",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1275",75,"For an example that my spcific subject is art and I leard the differents sujecta about in a siosen c",2,2,"True","Self-Consistency_APO10","GPT-3.5"
"1276",76,"we can see young people working over countries or working for others with tools like telephones or i",2,3,"False","Self-Consistency_APO10","GPT-3.5"
"1277",77,"As an example, if I am doing a design work, let say, a shopping center, I will firstly use the metho",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1278",78,"Also the animal population got better and they recovered really good after the fire.",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1279",79,"Then, I thought it was so grotesc, becouse human ate a human, I was so supraised.",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1280",80,"their goal is reduce the products' expenses, hence the quality of products is getting worsen.",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1281",81,"If they are a family who likes to go places, they would prefer a car against other vehicles.",3,4,"False","Self-Consistency_APO10","GPT-3.5"
"1282",82,"This is obvious from the fact that when the mind is not clear and free, man cannot involve himself c",3,4,"False","Self-Consistency_APO10","GPT-3.5"
"1283",83,"The human mind and the ability to imagin and to creat have no limits.",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1284",84,"After retirement they may not be having a lot of money to enjoy their life in the way they would lik",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1285",85,"Since I liked enough areas inside, I bought the car a few days later.",3,4,"False","Self-Consistency_APO10","GPT-3.5"
"1286",86,"I strongly believe that in twenty years there will be fewer cars in use than there are today because",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1287",87,"While, according to listening passage it seems fair for people te increase the tax price because the",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1288",88,"They woulnd not able to get time so often to do so, when they are l young.",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1289",89,"After a official training course, we helped the patients to bath, talked with the elder people who l",3,4,"False","Self-Consistency_APO10","GPT-3.5"
"1290",90,"I think that Student's job is study very hard.",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1291",91,"So lets not lose hope and let the scientists do the job, but i think being in a traffic jam is a str",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1292",92,"So even the government is expecting the increase in the use of four wheeler.",3,4,"False","Self-Consistency_APO10","GPT-3.5"
"1293",93,"i would have a variety of answers subjective to every person field of interest.",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1294",94,"Some people can encounter with people we have no idea about.",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1295",95,"However, what if they just work for the field which they already know how to do well, they might fee",3,4,"False","Self-Consistency_APO10","GPT-3.5"
"1296",96,"For example, if the city says that 8am~9 am is the most busiest time, than worker would argues that ",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1297",97,"Other one is a gambler which means that people always try the new things and take risks.",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1298",98,"These kind of fish can't live so long in water that contain salt.",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1299",99,"For exampil, if some one need to talk to me or to know where am i, he can call me any time .",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1300",100,"Thus, in my view the points made in the lecture surely challenges the specific details or the points",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1301",101,"Now the market is occupied by lots of cars with varying comforts .",3,4,"False","Self-Consistency_APO10","GPT-3.5"
"1302",102,"so, it is important to student",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1303",103,"Also, the biggest problem is that many people can cheating in this system.",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1304",104,"To be old is an awful thing, that everyone has to hide, and not to speak of.",3,4,"False","Self-Consistency_APO10","GPT-3.5"
"1305",105,"When a talk about reaserch I mean ask people that had the product like friends, family or go to foru",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1306",106,"These are enjoyable tasks to make your mind set be looking forward to the various experiences.",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1307",107,"After this effort, many companies in the world startet actions to get this ecocertify.",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1308",108,"Indeed, day after day, we would certainly feel bored to do always the same things, and we would not ",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1309",109,"When your father says, ""You should cut the grass in the front yard."" if you have property in your mi",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1310",110,"The ability to identify opportunity in the market and promote either the product or my new project w",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1311",111,"I remeber the story, when a person was in a difficult circumstances and he really needed the help of",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1312",112,"In early industry, a lot of warker worked together.",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1313",113,"Actually, he think about that people can hide their brain activity and they will be able to cheat on",3,3,"True","Self-Consistency_APO10","GPT-3.5"
"1314",114,"and people has it.",3,2,"False","Self-Consistency_APO10","GPT-3.5"
"1315",115,"However, now many car companies struggle to develop an eco-car, such as Prius of Toyota.",4,3,"False","Self-Consistency_APO10","GPT-3.5"
"1316",116,"why did this happen?",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1317",117,"Firstly, the population of the world is increasing exponentially .",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1318",118,"This is like a process of distilling water - what remains is truly pure, isn't it?",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1319",119,"For example banks have many very specialized departements.",4,3,"False","Self-Consistency_APO10","GPT-3.5"
"1320",120,"We human beings tend to systematise and catergorise all of our experiences.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1321",121,"Let me show an example.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1322",122,"What does it mean?",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1323",123,"We can tell that cars are one of the most important things we have nowadays.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1324",124,"A lot of energy is spent trying to cope with the demands of the workplace and school, leaving very l",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1325",125,"But it's for sure that it's always a problem for us to identify what is more important for us.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1326",126,"Everybody gets a car as soon as possible, not only because it is cheap.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1327",127,"On the other hand, although in Turkey the public transportation is getting developed especially in t",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1328",128,"in the other hand if you become succesful you can earn lots of money like yahoo`s designers .",4,3,"False","Self-Consistency_APO10","GPT-3.5"
"1329",129,"When a new theory is presented, the only way for the student to trust the theory and to be able to u",4,3,"False","Self-Consistency_APO10","GPT-3.5"
"1330",130,"I hope those things I learned will help me in the future.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1331",131,"But it is very important to get a reputable one, after all you are paying loads of money for their s",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1332",132,"There are several reasons for that.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1333",133,"Billions of peple use it every day.",4,3,"False","Self-Consistency_APO10","GPT-3.5"
"1334",134,"By myself, I can take my own rythm",4,3,"False","Self-Consistency_APO10","GPT-3.5"
"1335",135,"Take the example of Bangalore city in India.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1336",136,"People who are trying to get into good university study by themselves everyday while I play around w",4,3,"False","Self-Consistency_APO10","GPT-3.5"
"1337",137,"it is ture.",4,3,"False","Self-Consistency_APO10","GPT-3.5"
"1338",138,"However, I firmly believe that students have to learn broad knowledge of many academic subjects.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1339",139,"But that does not mean that I do not respect and admire the others..",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1340",140,"especially in japan, students must choose their discipline before they enter the universities.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1341",141,"It was the interpretation of that information that we had to master.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1342",142,"Not that bungee jumping is something that every young person wants to do but even if he wanted to do",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1343",143,"He would never want his business or company to be stagnant.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1344",144,"No one knows exactly what will be happening twenty years from now.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1345",145,"This is clearly seen in the way many young people organize the collection of funds or books to help ",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1346",146,"A student who chooses to study at university has to become well acquainted with different methods of",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1347",147,"The United States is a business country and most of Americans are businessmen.",4,3,"False","Self-Consistency_APO10","GPT-3.5"
"1348",148,"Because threr are many facilities.",4,2,"False","Self-Consistency_APO10","GPT-3.5"
"1349",149,"It was more fun to explore somewhere new outside the places we knew well.",4,4,"True","Self-Consistency_APO10","GPT-3.5"
"1350",150,"Two main reasons why youngsters are more selfish and care less about their families and everyone aro",4,3,"False","Self-Consistency_APO10","GPT-3.5"
"1351",1,"if someone is n't know eating is very important for growth bons and brian or general for body it is ",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1352",2,"It is rather than to give them strong medicins tnl them.",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1353",3,"It; s ture also teachers are not expet.",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1354",4,"The listening part give usinformation Vulcan which was found on Mars and also there was found a bact",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1355",5,"in the fact the matter that alot of acadmic subject can not be used seperatley.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1356",6,"the Gem cuts, the Stars kines , th Nizecks, the Earths sheakes, and the practeses cinteces .",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1357",7,"For example , ideas some phisician in treatment the same disease different .",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1358",8,"because if you are want know somebody is anything?",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1359",9,"Another reason is the person should have a lot of knowledge in diffrent subjects is to know how to c",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1360",10,"those three factors contribute to the ""loss of interest"" fro; younf",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1361",11,"cost heru mo.",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1362",12,"Next to, can you know what the happend in the world and when you learn fact can you learn your kids ",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1363",13,"Throughts our lives needs talk about our familys.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1364",14,"students can gots the goods marks than they clear the concepts of the evertopics.",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1365",15,"The second points is about the evidence, according the the passage the evidence that associates the ",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1366",16,"However the lecture, the scientiests opposite that asteroid is recovered.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1367",17,"Study subjects reltensip betwne another jope and demonstrate andarstanding the career or jope.",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1368",18,"Reasons is pay for them and teach the more than other institute.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1369",19,"the thing i exactly now i never will never stop .",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1370",20,"This priedo not enough to evaluate the student.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1371",21,"A yonger part when you hasn't big problem and older part that slowly increase inside you when you be",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1372",22,"The last one is the proposed limit on menhadenhresting could mean the reduction of huThis propleme i",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1373",23,"So the thinking will be ghanged more than the people who live in that day they will try to but ther ",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1374",24,"The speaks says some drivers always driver with talk on phones.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1375",25,"whlie you will be help each other of work together after gratuation from university.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1376",26,"you have to teach your child since he or she was antel they graw up.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1377",27,"you image the time , that you are deep in television with loud laugh.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1378",28,"if the people do not try to do anythii agree the this tropic sentence.",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1379",29,"They may impove the teolodge and attact to buy by many people for their indenifies.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1380",30,"And doesn't matter if teh person who takes the riks, has like result all the things he or she has in",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1381",31,"because we are watching movie earn something.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1382",32,"For example , in 2006 world cup form Germany, as many conch wanna term work.",1,1,"True","Active Prompting_APO10","GPT-3.5"
"1383",33,"you have 30 typically an effective response will contain a minimum you will be satisfiy culture expi",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1384",34,"For example, now the earth have some problems to warm atomother.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1385",35,"They aren't corporate of their work eventually.",1,3,"False","Active Prompting_APO10","GPT-3.5"
"1386",36,"They don`t have the same p More they often don`t have responsability like work to win money and to l",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1387",37,"Because of he think back to his happen which one is make worst to him and he try to fix that behavio",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1388",38,"When they down to the forest then produced fire.",1,2,"False","Active Prompting_APO10","GPT-3.5"
"1389",39,"Consequently, I agree the statement with regard to three reasons: effecting of view , face to face w",2,3,"False","Active Prompting_APO10","GPT-3.5"
"1390",40,"This casts doubt in the reading passage's assertion that fluoride prevents dental cavities.",2,4,"False","Active Prompting_APO10","GPT-3.5"
"1391",41,"That seems why people live for.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1392",42,"If I have one sujest.",2,1,"False","Active Prompting_APO10","GPT-3.5"
"1393",43,"However, Billgate developed people's lives more comfortable than previos circumstance.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1394",44,"I am sure that most of the kid knew that this was not the way their parents teached them, because th",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1395",45,"This because their knowledge may not be worthy for the future, staying in one positon doesn't allow ",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1396",46,"One example the this is the hambuger , when they advertice looks so delicios, and when you tested is",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1397",47,"For example a doctor does not need to know how to construct a building because he doesnt need to kno",2,1,"False","Active Prompting_APO10","GPT-3.5"
"1398",48,"Maybe I can not enjoy in real meaning and I am tired.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1399",49,"The disability of doing the things that desired make olders unhappy.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1400",50,"It is dangerous for the plants and corps and changes rivers too acidic for living fish and other ani",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1401",51,"the school teachers there the one who take the future of youg genaration so we have to give them to ",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1402",52,"It is a pollutiont in the air so sulfur dioxide can effect to breathing problems and various respira",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1403",53,"for example when we talk about speed they must anderstand why it is dengures is beteer than if they ",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1404",54,"He or she can help me in languages, introducing specific beautiful places, what the special food in ",2,3,"False","Active Prompting_APO10","GPT-3.5"
"1405",55,"It is better to have a very good understanding knowledege of many academic because it makes you broa",2,3,"False","Active Prompting_APO10","GPT-3.5"
"1406",56,"Moreover before the oil and gas gone scientist will make new car that go by electricity or by sun li",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1407",57,"More informations how can we get it is the important things.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1408",58,"A person with broad knowlege will help him to renovate.",2,3,"False","Active Prompting_APO10","GPT-3.5"
"1409",59,"In all this specialize parts we need for the development in the future, wommens and mens with a good",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1410",60,"Help others and make we all live in a confortable home.",2,3,"False","Active Prompting_APO10","GPT-3.5"
"1411",61,"They have limit to way which have meaning and function like a word.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1412",62,"Because there is wroth visiting space.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1413",63,"So the school try learning the students a bit in every science exist.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1414",64,"But according a recent investgation showed that older people think staying at home is suit for them.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1415",65,"Second, the high cost of drug testing finally lead the cost of the unit drug cost being higher than ",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1416",66,"I think that the biggest reason is devised environment compared with past.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1417",67,"That means the best perfomance to do the job.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1418",68,"But the practices may work for business that sell products in local.",2,3,"False","Active Prompting_APO10","GPT-3.5"
"1419",69,"In the twenty years, they also can give us the better cars to use less resources-consumed transporta",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1420",70,"However, I want to go to the U.S.A that I can study and life in my dream's contury, I want to have m",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1421",71,"Examples: If the good skill people do some thing wrong ways and they got good respond like thife , r",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1422",72,"from now on, people always get more than two jobs in his or her life, becauce of the compator.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1423",73,"And also no one have a special knowledge without the broad knoeledge, in the other words : "" Person ",2,3,"False","Active Prompting_APO10","GPT-3.5"
"1424",74,"if you want a product you give create a beautiful image around it if you want sell it.",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1425",75,"For an example that my spcific subject is art and I leard the differents sujecta about in a siosen c",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1426",76,"we can see young people working over countries or working for others with tools like telephones or i",2,2,"True","Active Prompting_APO10","GPT-3.5"
"1427",77,"As an example, if I am doing a design work, let say, a shopping center, I will firstly use the metho",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1428",78,"Also the animal population got better and they recovered really good after the fire.",3,4,"False","Active Prompting_APO10","GPT-3.5"
"1429",79,"Then, I thought it was so grotesc, becouse human ate a human, I was so supraised.",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1430",80,"their goal is reduce the products' expenses, hence the quality of products is getting worsen.",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1431",81,"If they are a family who likes to go places, they would prefer a car against other vehicles.",3,4,"False","Active Prompting_APO10","GPT-3.5"
"1432",82,"This is obvious from the fact that when the mind is not clear and free, man cannot involve himself c",3,4,"False","Active Prompting_APO10","GPT-3.5"
"1433",83,"The human mind and the ability to imagin and to creat have no limits.",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1434",84,"After retirement they may not be having a lot of money to enjoy their life in the way they would lik",3,4,"False","Active Prompting_APO10","GPT-3.5"
"1435",85,"Since I liked enough areas inside, I bought the car a few days later.",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1436",86,"I strongly believe that in twenty years there will be fewer cars in use than there are today because",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1437",87,"While, according to listening passage it seems fair for people te increase the tax price because the",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1438",88,"They woulnd not able to get time so often to do so, when they are l young.",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1439",89,"After a official training course, we helped the patients to bath, talked with the elder people who l",3,4,"False","Active Prompting_APO10","GPT-3.5"
"1440",90,"I think that Student's job is study very hard.",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1441",91,"So lets not lose hope and let the scientists do the job, but i think being in a traffic jam is a str",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1442",92,"So even the government is expecting the increase in the use of four wheeler.",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1443",93,"i would have a variety of answers subjective to every person field of interest.",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1444",94,"Some people can encounter with people we have no idea about.",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1445",95,"However, what if they just work for the field which they already know how to do well, they might fee",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1446",96,"For example, if the city says that 8am~9 am is the most busiest time, than worker would argues that ",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1447",97,"Other one is a gambler which means that people always try the new things and take risks.",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1448",98,"These kind of fish can't live so long in water that contain salt.",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1449",99,"For exampil, if some one need to talk to me or to know where am i, he can call me any time .",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1450",100,"Thus, in my view the points made in the lecture surely challenges the specific details or the points",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1451",101,"Now the market is occupied by lots of cars with varying comforts .",3,4,"False","Active Prompting_APO10","GPT-3.5"
"1452",102,"so, it is important to student",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1453",103,"Also, the biggest problem is that many people can cheating in this system.",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1454",104,"To be old is an awful thing, that everyone has to hide, and not to speak of.",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1455",105,"When a talk about reaserch I mean ask people that had the product like friends, family or go to foru",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1456",106,"These are enjoyable tasks to make your mind set be looking forward to the various experiences.",3,4,"False","Active Prompting_APO10","GPT-3.5"
"1457",107,"After this effort, many companies in the world startet actions to get this ecocertify.",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1458",108,"Indeed, day after day, we would certainly feel bored to do always the same things, and we would not ",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1459",109,"When your father says, ""You should cut the grass in the front yard."" if you have property in your mi",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1460",110,"The ability to identify opportunity in the market and promote either the product or my new project w",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1461",111,"I remeber the story, when a person was in a difficult circumstances and he really needed the help of",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1462",112,"In early industry, a lot of warker worked together.",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1463",113,"Actually, he think about that people can hide their brain activity and they will be able to cheat on",3,3,"True","Active Prompting_APO10","GPT-3.5"
"1464",114,"and people has it.",3,2,"False","Active Prompting_APO10","GPT-3.5"
"1465",115,"However, now many car companies struggle to develop an eco-car, such as Prius of Toyota.",4,3,"False","Active Prompting_APO10","GPT-3.5"
"1466",116,"why did this happen?",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1467",117,"Firstly, the population of the world is increasing exponentially .",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1468",118,"This is like a process of distilling water - what remains is truly pure, isn't it?",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1469",119,"For example banks have many very specialized departements.",4,3,"False","Active Prompting_APO10","GPT-3.5"
"1470",120,"We human beings tend to systematise and catergorise all of our experiences.",4,3,"False","Active Prompting_APO10","GPT-3.5"
"1471",121,"Let me show an example.",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1472",122,"What does it mean?",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1473",123,"We can tell that cars are one of the most important things we have nowadays.",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1474",124,"A lot of energy is spent trying to cope with the demands of the workplace and school, leaving very l",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1475",125,"But it's for sure that it's always a problem for us to identify what is more important for us.",4,3,"False","Active Prompting_APO10","GPT-3.5"
"1476",126,"Everybody gets a car as soon as possible, not only because it is cheap.",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1477",127,"On the other hand, although in Turkey the public transportation is getting developed especially in t",4,3,"False","Active Prompting_APO10","GPT-3.5"
"1478",128,"in the other hand if you become succesful you can earn lots of money like yahoo`s designers .",4,3,"False","Active Prompting_APO10","GPT-3.5"
"1479",129,"When a new theory is presented, the only way for the student to trust the theory and to be able to u",4,3,"False","Active Prompting_APO10","GPT-3.5"
"1480",130,"I hope those things I learned will help me in the future.",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1481",131,"But it is very important to get a reputable one, after all you are paying loads of money for their s",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1482",132,"There are several reasons for that.",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1483",133,"Billions of peple use it every day.",4,3,"False","Active Prompting_APO10","GPT-3.5"
"1484",134,"By myself, I can take my own rythm",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1485",135,"Take the example of Bangalore city in India.",4,4,"True","Active Prompting_APO10","GPT-3.5"
"1486",136,"People who are trying to get into good university study by themselves everyday while I play around w",4,3,"False","Active Prompting_APO10","GPT-3.5"
