"","conversation_id","ground_truth_move","predicted_move","Technique","exact_match","model"
"1693","6000056_Seth","focus","focus","Few-shot_APO20","TRUE","GPT-3.5"
"1694","6000056_Seth","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1695","6000056_Seth","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1696","6000069_Lakisha","focus","probing","Few-shot_APO20","FALSE","GPT-3.5"
"1697","6000069_Lakisha","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1698","6000069_Lakisha","generic","probing","Few-shot_APO20","FALSE","GPT-3.5"
"1699","6000069_Lakisha","generic","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1700","6000067_Rishi","generic","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1701","6000067_Rishi","focus","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1702","6000067_Rishi","generic","generic","Few-shot_APO20","TRUE","GPT-3.5"
"1703","6000052_Stephanie","generic","generic","Few-shot_APO20","TRUE","GPT-3.5"
"1704","6000052_Stephanie","focus","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1705","6000052_Stephanie","generic","generic","Few-shot_APO20","TRUE","GPT-3.5"
"1706","6000055_Jia","generic","generic","Few-shot_APO20","TRUE","GPT-3.5"
"1707","6000055_Jia","focus","probing","Few-shot_APO20","FALSE","GPT-3.5"
"1708","6000055_Jia","focus","focus","Few-shot_APO20","TRUE","GPT-3.5"
"1709","6000055_Jia","focus","probing","Few-shot_APO20","FALSE","GPT-3.5"
"1710","6000055_Jia","focus","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1711","6000055_Jia","focus","focus","Few-shot_APO20","TRUE","GPT-3.5"
"1712","6000055_Jia","focus","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1713","6000055_Jia","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1714","6000070_Lakisha","generic","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1715","6000070_Lakisha","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1716","6000070_Lakisha","focus","probing","Few-shot_APO20","FALSE","GPT-3.5"
"1717","6000070_Lakisha","probing","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1718","6000070_Lakisha","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1719","6000070_Lakisha","probing","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1720","6000070_Lakisha","focus","focus","Few-shot_APO20","TRUE","GPT-3.5"
"1721","6000070_Lakisha","focus","focus","Few-shot_APO20","TRUE","GPT-3.5"
"1722","6000070_Lakisha","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1723","6000070_Lakisha","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1724","6000009_Michael","generic","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1725","6000009_Michael","focus","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1726","6000009_Michael","generic","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1727","6000010_Luca","generic","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1728","6000010_Luca","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1729","6000010_Luca","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1730","6000010_Luca","focus","focus","Few-shot_APO20","TRUE","GPT-3.5"
"1731","6000010_Luca","focus","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1732","6000010_Luca","probing","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1733","6000010_Luca","focus","probing","Few-shot_APO20","FALSE","GPT-3.5"
"1734","6000010_Luca","focus","probing","Few-shot_APO20","FALSE","GPT-3.5"
"1735","6000010_Luca","focus","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1736","6000010_Luca","telling","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1737","6000063_Ronny","generic","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1738","6000063_Ronny","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1739","6000063_Ronny","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1740","6000063_Ronny","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1741","6000063_Ronny","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1742","6000063_Ronny","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1743","6000063_Ronny","probing","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1744","6000063_Ronny","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1745","6000063_Ronny","focus","generic","Few-shot_APO20","FALSE","GPT-3.5"
"1746","6000001_Jia","generic","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1747","6000001_Jia","focus","probing","Few-shot_APO20","FALSE","GPT-3.5"
"1748","6000001_Jia","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1749","6000001_Jia","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1750","6000001_Jia","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1751","6000001_Jia","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1752","6000001_Jia","telling","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1753","6000001_Jia","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1754","6000005_Claire","generic","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1755","6000005_Claire","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1756","6000005_Claire","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1757","6000005_Claire","telling","probing","Few-shot_APO20","FALSE","GPT-3.5"
"1758","6000005_Claire","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1759","6000005_Claire","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1760","6000005_Claire","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1761","6000005_Claire","focus","focus","Few-shot_APO20","TRUE","GPT-3.5"
"1762","6000005_Claire","focus","generic","Few-shot_APO20","FALSE","GPT-3.5"
"1763","6000003_Heidi","generic","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1764","6000003_Heidi","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1765","6000003_Heidi","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1766","6000003_Heidi","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1767","6000003_Heidi","probing","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1768","6000003_Heidi","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1769","6000003_Heidi","probing","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1770","6000003_Heidi","focus","generic","Few-shot_APO20","FALSE","GPT-3.5"
"1771","6000037_Brenda","probing","probing","Few-shot_APO20","TRUE","GPT-3.5"
"1772","6000037_Brenda","focus","focus","Few-shot_APO20","TRUE","GPT-3.5"
"1773","6000037_Brenda","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1774","6000037_Brenda","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1775","6000037_Brenda","telling","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1776","6000037_Brenda","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1777","6000037_Brenda","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1778","6000037_Brenda","generic","generic","Few-shot_APO20","TRUE","GPT-3.5"
"1779","6000043_Stephanie","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1780","6000043_Stephanie","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1781","6000043_Stephanie","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1782","6000043_Stephanie","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1783","6000043_Stephanie","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1784","6000043_Stephanie","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1785","6000043_Stephanie","generic","generic","Few-shot_APO20","TRUE","GPT-3.5"
"1786","6000001_Ayisha","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1787","6000001_Ayisha","focus","probing","Few-shot_APO20","FALSE","GPT-3.5"
"1788","6000001_Ayisha","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1789","6000001_Ayisha","generic","generic","Few-shot_APO20","TRUE","GPT-3.5"
"1790","6000063_Seth","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1791","6000063_Seth","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1792","6000063_Seth","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1793","6000063_Seth","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1794","6000063_Seth","probing","telling","Few-shot_APO20","FALSE","GPT-3.5"
"1795","6000063_Seth","generic","generic","Few-shot_APO20","TRUE","GPT-3.5"
"1796","6000051_Jian","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1797","6000051_Jian","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1798","6000051_Jian","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1799","6000051_Jian","probing","focus","Few-shot_APO20","FALSE","GPT-3.5"
"1800","6000051_Jian","telling","telling","Few-shot_APO20","TRUE","GPT-3.5"
"1801","6000025_Mariana","generic","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1802","6000025_Mariana","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1803","6000025_Mariana","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1804","6000025_Mariana","generic","generic","Auto-CoT_APO20","TRUE","GPT-3.5"
"1805","6000044_Ayisha","generic","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1806","6000044_Ayisha","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1807","6000044_Ayisha","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1808","6000044_Ayisha","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1809","6000044_Ayisha","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1810","6000044_Ayisha","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1811","6000044_Ayisha","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1812","6000044_Ayisha","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1813","6000044_Ayisha","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1814","6000060_Scott","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1815","6000060_Scott","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1816","6000060_Scott","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1817","6000060_Scott","focus","telling","Auto-CoT_APO20","FALSE","GPT-3.5"
"1818","6000054_DeAndre","generic","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1819","6000054_DeAndre","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1820","6000054_DeAndre","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1821","6000054_DeAndre","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1822","6000054_DeAndre","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1823","6000057_Cody","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1824","6000057_Cody","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1825","6000057_Cody","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1826","6000025_Luca","focus","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1827","6000025_Luca","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1828","6000025_Luca","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1829","6000025_Luca","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1830","6000025_Luca","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1831","6000025_Luca","generic","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1832","6000025_Luca","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1833","6000025_Luca","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1834","6000025_Luca","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1835","6000037_DeAndre","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1836","6000037_DeAndre","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1837","6000037_DeAndre","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1838","6000056_Seth","focus","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1839","6000056_Seth","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1840","6000056_Seth","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1841","6000056_Seth","generic","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1842","6000056_Seth","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1843","6000056_Seth","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1844","6000056_Seth","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1845","6000056_Seth","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1846","6000069_Lakisha","focus","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1847","6000069_Lakisha","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1848","6000069_Lakisha","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1849","6000069_Lakisha","generic","telling","Auto-CoT_APO20","FALSE","GPT-3.5"
"1850","6000067_Rishi","generic","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1851","6000067_Rishi","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1852","6000067_Rishi","generic","generic","Auto-CoT_APO20","TRUE","GPT-3.5"
"1853","6000052_Stephanie","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1854","6000052_Stephanie","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1855","6000052_Stephanie","generic","generic","Auto-CoT_APO20","TRUE","GPT-3.5"
"1856","6000055_Jia","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1857","6000055_Jia","focus","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1858","6000055_Jia","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1859","6000055_Jia","focus","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1860","6000055_Jia","focus","telling","Auto-CoT_APO20","FALSE","GPT-3.5"
"1861","6000055_Jia","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1862","6000055_Jia","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1863","6000055_Jia","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1864","6000070_Lakisha","generic","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1865","6000070_Lakisha","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1866","6000070_Lakisha","focus","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1867","6000070_Lakisha","probing","telling","Auto-CoT_APO20","FALSE","GPT-3.5"
"1868","6000070_Lakisha","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1869","6000070_Lakisha","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1870","6000070_Lakisha","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1871","6000070_Lakisha","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1872","6000070_Lakisha","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1873","6000070_Lakisha","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1874","6000009_Michael","generic","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1875","6000009_Michael","focus","telling","Auto-CoT_APO20","FALSE","GPT-3.5"
"1876","6000009_Michael","generic","generic","Auto-CoT_APO20","TRUE","GPT-3.5"
"1877","6000010_Luca","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1878","6000010_Luca","probing","probing","Auto-CoT_APO20","TRUE","GPT-3.5"
"1879","6000010_Luca","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1880","6000010_Luca","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1881","6000010_Luca","focus","telling","Auto-CoT_APO20","FALSE","GPT-3.5"
"1882","6000010_Luca","probing","probing","Auto-CoT_APO20","TRUE","GPT-3.5"
"1883","6000010_Luca","focus","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1884","6000010_Luca","focus","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1885","6000010_Luca","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1886","6000010_Luca","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1887","6000063_Ronny","generic","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1888","6000063_Ronny","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1889","6000063_Ronny","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1890","6000063_Ronny","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1891","6000063_Ronny","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1892","6000063_Ronny","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1893","6000063_Ronny","probing","telling","Auto-CoT_APO20","FALSE","GPT-3.5"
"1894","6000063_Ronny","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1895","6000063_Ronny","focus","generic","Auto-CoT_APO20","FALSE","GPT-3.5"
"1896","6000001_Jia","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1897","6000001_Jia","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1898","6000001_Jia","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1899","6000001_Jia","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1900","6000001_Jia","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1901","6000001_Jia","probing","probing","Auto-CoT_APO20","TRUE","GPT-3.5"
"1902","6000001_Jia","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1903","6000001_Jia","probing","probing","Auto-CoT_APO20","TRUE","GPT-3.5"
"1904","6000005_Claire","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1905","6000005_Claire","probing","probing","Auto-CoT_APO20","TRUE","GPT-3.5"
"1906","6000005_Claire","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1907","6000005_Claire","telling","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1908","6000005_Claire","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1909","6000005_Claire","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1910","6000005_Claire","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1911","6000005_Claire","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1912","6000005_Claire","focus","generic","Auto-CoT_APO20","FALSE","GPT-3.5"
"1913","6000003_Heidi","generic","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1914","6000003_Heidi","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1915","6000003_Heidi","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1916","6000003_Heidi","probing","probing","Auto-CoT_APO20","TRUE","GPT-3.5"
"1917","6000003_Heidi","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1918","6000003_Heidi","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1919","6000003_Heidi","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1920","6000003_Heidi","focus","generic","Auto-CoT_APO20","FALSE","GPT-3.5"
"1921","6000037_Brenda","probing","probing","Auto-CoT_APO20","TRUE","GPT-3.5"
"1922","6000037_Brenda","focus","focus","Auto-CoT_APO20","TRUE","GPT-3.5"
"1923","6000037_Brenda","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1924","6000037_Brenda","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1925","6000037_Brenda","telling","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1926","6000037_Brenda","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1927","6000037_Brenda","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1928","6000037_Brenda","generic","generic","Auto-CoT_APO20","TRUE","GPT-3.5"
"1929","6000043_Stephanie","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1930","6000043_Stephanie","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1931","6000043_Stephanie","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1932","6000043_Stephanie","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1933","6000043_Stephanie","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1934","6000043_Stephanie","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1935","6000043_Stephanie","generic","generic","Auto-CoT_APO20","TRUE","GPT-3.5"
"1936","6000001_Ayisha","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1937","6000001_Ayisha","focus","probing","Auto-CoT_APO20","FALSE","GPT-3.5"
"1938","6000001_Ayisha","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1939","6000001_Ayisha","generic","generic","Auto-CoT_APO20","TRUE","GPT-3.5"
"1940","6000063_Seth","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1941","6000063_Seth","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1942","6000063_Seth","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1943","6000063_Seth","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1944","6000063_Seth","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1945","6000063_Seth","generic","generic","Auto-CoT_APO20","TRUE","GPT-3.5"
"1946","6000051_Jian","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1947","6000051_Jian","telling","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1948","6000051_Jian","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1949","6000051_Jian","probing","focus","Auto-CoT_APO20","FALSE","GPT-3.5"
"1950","6000051_Jian","telling","telling","Auto-CoT_APO20","TRUE","GPT-3.5"
"1951","6000025_Mariana","generic","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1952","6000025_Mariana","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
"1953","6000025_Mariana","telling","telling","Self-Consistency_APO20","TRUE","GPT-3.5"
"1954","6000025_Mariana","generic","generic","Self-Consistency_APO20","TRUE","GPT-3.5"
"1955","6000044_Ayisha","generic","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1956","6000044_Ayisha","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
"1957","6000044_Ayisha","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
"1958","6000044_Ayisha","telling","telling","Self-Consistency_APO20","TRUE","GPT-3.5"
"1959","6000044_Ayisha","focus","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"1960","6000044_Ayisha","telling","telling","Self-Consistency_APO20","TRUE","GPT-3.5"
"1961","6000044_Ayisha","telling","telling","Self-Consistency_APO20","TRUE","GPT-3.5"
"1962","6000044_Ayisha","telling","telling","Self-Consistency_APO20","TRUE","GPT-3.5"
"1963","6000044_Ayisha","telling","telling","Self-Consistency_APO20","TRUE","GPT-3.5"
"1964","6000060_Scott","generic","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1965","6000060_Scott","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
"1966","6000060_Scott","focus","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1967","6000060_Scott","focus","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"1968","6000054_DeAndre","generic","focus","Self-Consistency_APO20","FALSE","GPT-3.5"
"1969","6000054_DeAndre","generic","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1970","6000054_DeAndre","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
"1971","6000054_DeAndre","focus","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"1972","6000054_DeAndre","focus","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"1973","6000057_Cody","generic","focus","Self-Consistency_APO20","FALSE","GPT-3.5"
"1974","6000057_Cody","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
"1975","6000057_Cody","focus","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"1976","6000025_Luca","focus","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1977","6000025_Luca","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
"1978","6000025_Luca","focus","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"1979","6000025_Luca","probing","focus","Self-Consistency_APO20","FALSE","GPT-3.5"
"1980","6000025_Luca","focus","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"1981","6000025_Luca","generic","focus","Self-Consistency_APO20","FALSE","GPT-3.5"
"1982","6000025_Luca","telling","telling","Self-Consistency_APO20","TRUE","GPT-3.5"
"1983","6000025_Luca","telling","focus","Self-Consistency_APO20","FALSE","GPT-3.5"
"1984","6000025_Luca","telling","telling","Self-Consistency_APO20","TRUE","GPT-3.5"
"1985","6000037_DeAndre","probing","focus","Self-Consistency_APO20","FALSE","GPT-3.5"
"1986","6000037_DeAndre","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
"1987","6000037_DeAndre","generic","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1988","6000056_Seth","focus","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1989","6000056_Seth","focus","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"1990","6000056_Seth","focus","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"1991","6000056_Seth","generic","focus","Self-Consistency_APO20","FALSE","GPT-3.5"
"1992","6000056_Seth","telling","focus","Self-Consistency_APO20","FALSE","GPT-3.5"
"1993","6000056_Seth","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
"1994","6000056_Seth","telling","focus","Self-Consistency_APO20","FALSE","GPT-3.5"
"1995","6000056_Seth","telling","telling","Self-Consistency_APO20","TRUE","GPT-3.5"
"1996","6000069_Lakisha","focus","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1997","6000069_Lakisha","telling","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1998","6000069_Lakisha","generic","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"1999","6000069_Lakisha","generic","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"2000","6000067_Rishi","generic","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"2001","6000067_Rishi","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
"2002","6000067_Rishi","generic","generic","Self-Consistency_APO20","TRUE","GPT-3.5"
"2003","6000052_Stephanie","generic","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"2004","6000052_Stephanie","focus","telling","Self-Consistency_APO20","FALSE","GPT-3.5"
"2005","6000052_Stephanie","generic","generic","Self-Consistency_APO20","TRUE","GPT-3.5"
"2006","6000055_Jia","generic","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"2007","6000055_Jia","focus","probing","Self-Consistency_APO20","FALSE","GPT-3.5"
"2008","6000055_Jia","focus","focus","Self-Consistency_APO20","TRUE","GPT-3.5"
